Sourceid,Title,SJR,field,octile
21100248891,ACS Sustainable Chemistry & Engineering,1.657,15,8
21100835954,Frontiers in Bioengineering and Biotechnology,1.565,15,8
13057,Industrial & Engineering Chemistry Research,0.978,15,7
13639,International Journal of Adhesion and Adhesives,0.926,15,7
13711,Combustion Theory and Modelling,1.175,15,7
13717,Powder Technology,0.982,15,7
13759,International Journal of Heat and Fluid Flow,0.947,15,7
14127,Macromolecular Bioscience,1.017,15,7
14257,"Protein Engineering, Design and Selection",1.063,15,7
14265,Reviews in Chemical Engineering,1.024,15,7
14292,Separation and Purification Technology,1.093,15,7
14422,Journal of Non-Newtonian Fluid Mechanics,1.14,15,7
15627,"Food and Bioproducts Processing: Transactions of the Institution of of Chemical Engineers, Part C",0.957,15,7
16078,Journal of Biotechnology,0.929,15,7
16085,Journal of Industrial Microbiology and Biotechnology,1.107,15,7
16275,AICHE Journal,1.015,15,7
16342,Applied Catalysis A: General,1.237,15,7
16377,Catalysis Today,1.347,15,7
16413,Chemical Engineering Science,1.043,15,7
17458,European Cells and Materials,1.345,15,7
17905,Yeast,1.172,15,7
19462,Shiyou Xuebao/Acta Petrolei Sinica,1.292,15,7
20327,Experiments in Fluids,1.281,15,7
20450,International Journal of Multiphase Flow,1.218,15,7
21094,Mechanism and Machine Theory,1.301,15,7
21322,"Flow, Turbulence and Combustion",0.934,15,7
21458,Pure and Applied Chemistry,1.212,15,7
21971,Topics in Catalysis,0.965,15,7
22746,Catalysis Communications,0.929,15,7
23182,Food Reviews International,0.937,15,7
24064,Journal of Supercritical Fluids,1.015,15,7
24154,Journal of Analytical and Applied Pyrolysis,1.129,15,7
24158,Journal of Chemical & Engineering Data,0.925,15,7
24513,Separation and Purification Reviews,1.333,15,7
24600,Computers and Chemical Engineering,1.024,15,7
25125,Journal of Analytical Toxicology,1.065,15,7
25711,Biodegradation,0.876,15,7
25762,Advances in Polymer Science,1.04,15,7
25879,International Journal of Molecular Sciences,1.26,15,7
26508,Synthesis,0.974,15,7
26581,Catalysis Surveys from Asia,0.973,15,7
26590,Colloids and Surfaces B: Biointerfaces,1.071,15,7
26899,Fluid Phase Equilibria,0.95,15,7
26950,Journal of Colloid and Interface Science,1.221,15,7
29220,Experimental Thermal and Fluid Science,1.271,15,7
29364,Energy & Fuels,1.159,15,7
110040,Nanotechnology,1.079,15,7
144861,Journal of Industrial and Engineering Chemistry,1.111,15,7
6100152802,Nanomedicine,1.302,15,7
7700153108,International journal of nanomedicine,1.225,15,7
11400153316,Tissue Engineering - Part A,1.159,15,7
11400153317,Tissue Engineering - Part C: Methods,0.956,15,7
11700154315,New Biotechnology,0.967,15,7
12700154702,"Biofuels, Bioproducts and Biorefining",1.156,15,7
14200154736,Food and Bioprocess Technology,1.29,15,7
19300156901,Dose-Response,0.959,15,7
19700174684,Journal of diabetes science and technology,1.256,15,7
19700175206,Microbial Biotechnology,1.275,15,7
21100201986,Interface Focus,0.983,15,7
21100255407,Journal of CO2 Utilization,1.199,15,7
21100255493,Journal of Environmental Chemical Engineering,0.924,15,7
21100262580,Case Studies in Thermal Engineering,0.991,15,7
21100331504,International Review of Aerospace Engineering,1.148,15,7
13261,Progress in Organic Coatings,0.844,15,6
13559,Journal of Loss Prevention in the Process Industries,0.808,15,6
13671,Biologicals,0.636,15,6
13689,Plasma Chemistry and Plasma Processing,0.719,15,6
13754,"Process Safety and Environmental Protection: Transactions of the Institution of Chemical Engineers, Part B",0.804,15,6
13757,Process Safety Progress,0.623,15,6
14232,"Propellants, Explosives, Pyrotechnics",0.83,15,6
14240,Reactive and Functional Polymers,0.834,15,6
15419,Bioprocess and Biosystems Engineering,0.64,15,6
15516,Biotechnology Letters,0.621,15,6
15608,Engineering in Life Sciences,0.648,15,6
15609,Enzyme and Microbial Technology,0.754,15,6
16083,Journal of Chemical Technology and Biotechnology,0.766,15,6
16104,Molecular Biotechnology,0.643,15,6
16134,Process Biochemistry,0.761,15,6
16302,Adsorption,0.703,15,6
16325,Advanced Powder Technology,0.694,15,6
16337,Journal of Bioscience and Bioengineering,0.675,15,6
16345,Atomization and Sprays,0.814,15,6
16392,Chemical Engineering and Processing - Process Intensification,0.872,15,6
16411,Chemical Engineering Research and Design,0.847,15,6
16849,Biochemical Engineering Journal,0.87,15,6
21178,Journal of Materials Science: Materials in Medicine,0.647,15,6
21522,Ceramics International,0.784,15,6
21973,Transport in Porous Media,0.728,15,6
22748,Catalysis Letters,0.73,15,6
23373,Journal of Environmental Planning and Management,0.657,15,6
23502,Dyes and Pigments,0.819,15,6
24063,Journal of Separation Science,0.795,15,6
24528,Solvent Extraction and Ion Exchange,0.85,15,6
24593,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,0.832,15,6
24595,Chemometrics and Intelligent Laboratory Systems,0.672,15,6
24670,Chemical Vapor Deposition,0.639,15,6
24824,New Journal of Chemistry,0.864,15,6
25194,Journal of Applied Electrochemistry,0.646,15,6
25246,Chinese Journal of Catalysis,0.833,15,6
25828,Colloid and Polymer Science,0.597,15,6
25881,"JAOCS, Journal of the American Oil Chemists' Society",0.641,15,6
25938,Macromolecular Materials and Engineering,0.755,15,6
26471,ASAIO Journal,0.771,15,6
26589,Colloids and Surfaces A: Physicochemical and Engineering Aspects,0.753,15,6
26779,Artificial Organs,0.736,15,6
26881,Combustion Science and Technology,0.683,15,6
26887,Drying Technology,0.747,15,6
26966,Journal of Photochemistry and Photobiology A: Chemistry,0.689,15,6
29721,Vodohospodarsky Casopis/Journal of Hydrology & Hydromechanics,0.599,15,6
94216,Membranes,0.645,15,6
4700152233,Therapeutics and Clinical Risk Management,0.748,15,6
4700152504,Food Biophysics,0.74,15,6
9500154039,Journal of Electroanalytical Chemistry,0.765,15,6
10900153324,Particuology,0.697,15,6
11200153519,Express Polymer Letters,0.823,15,6
11700154380,Biomedical Materials (Bristol),0.768,15,6
11700154733,Journal of Biomedical Nanotechnology,0.828,15,6
12400154727,International Journal of Coal Preparation and Utilization,0.623,15,6
13900154734,Journal of the Taiwan Institute of Chemical Engineers,0.842,15,6
19700175229,Analytical Methods,0.619,15,6
19900191993,Journal of Visualized Experiments,0.827,15,6
19900195053,Frontiers of Chemical Science and Engineering,0.609,15,6
21100199840,RSC Advances,0.863,15,6
21100332402,Catalysts,0.855,15,6
12441,Open Systems and Information Dynamics,0.512,15,5
12888,Chinese Journal of Chemical Engineering,0.48,15,5
13002,Heat Transfer Engineering,0.57,15,5
13609,Korean Journal of Chemical Engineering,0.559,15,5
14498,Mechanics of Time-Dependent Materials,0.497,15,5
14592,Theoretical and Computational Fluid Dynamics,0.47,15,5
15490,Biotechnology and Genetic Engineering Reviews,0.557,15,5
16070,"Journal of Biomaterials Science, Polymer Edition",0.537,15,5
16319,IEEE Transactions on Nanobioscience,0.566,15,5
16396,Chemical Engineering and Technology,0.493,15,5
16948,Chirality,0.536,15,5
17006,Journal of Canadian Petroleum Technology,0.545,15,5
17159,Textile Research Journal,0.551,15,5
17619,Journal of Molecular Catalysis B: Enzymatic,0.522,15,5
17954,Computer Methods in Biomechanics and Biomedical Engineering,0.579,15,5
18219,Oil and Gas Science and Technology,0.474,15,5
18465,Fluid Dynamics Research,0.476,15,5
18523,Cytotechnology,0.519,15,5
20589,Journal of Food Process Engineering,0.465,15,5
20590,Journal of Food Processing and Preservation,0.499,15,5
20766,Drug and Chemical Toxicology,0.46,15,5
21177,Journal of Materials Science: Materials in Electronics,0.503,15,5
23028,New Zealand Journal of Forestry Science,0.582,15,5
23050,Journal of Microencapsulation,0.52,15,5
23189,Food Science and Technology International,0.509,15,5
23489,Chemical Speciation and Bioavailability,0.457,15,5
24801,Molecular Simulation,0.571,15,5
25305,SAR and QSAR in Environmental Research,0.49,15,5
25827,Chinese Journal of Polymer Science (English Edition),0.506,15,5
25941,Macromolecular Research,0.506,15,5
26513,Tetrahedron Asymmetry,0.516,15,5
26568,International Journal of Cosmetic Science,0.548,15,5
28545,Journal of Nanoparticle Research,0.528,15,5
29053,Molecular Diversity,0.494,15,5
32631,Corrosion Reviews,0.458,15,5
34587,International Journal of Polymeric Materials and Polymeric Biomaterials,0.489,15,5
87828,International Journal of Heat and Technology,0.525,15,5
98012,International Journal of Dairy Technology,0.549,15,5
110291,Applied Biochemistry and Biotechnology,0.571,15,5
130069,Chemistry and Biodiversity,0.531,15,5
144862,Fibers and Polymers,0.471,15,5
145556,International Journal of Sustainable Energy,0.471,15,5
145625,Ionics,0.557,15,5
4400151708,Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science),0.513,15,5
4700152244,Journal of Bionic Engineering,0.584,15,5
4700152859,Maderas: Ciencia y Tecnologia,0.546,15,5
7900153139,Journal of Oleo Science,0.453,15,5
12600154731,Macromolecular Reaction Engineering,0.512,15,5
16400154780,Physicochemical Problems of Mineral Processing,0.483,15,5
17700156701,Environmental Progress and Sustainable Energy,0.466,15,5
19400158709,Arabian Journal of Chemistry,0.591,15,5
19700181203,KONA Powder and Particle Journal,0.494,15,5
19700201670,CYTA - Journal of Food,0.507,15,5
21100197945,Biocatalysis and Agricultural Biotechnology,0.479,15,5
21100242826,Safety and Health at Work,0.461,15,5
21100255503,Journal of Flow Chemistry,0.529,15,5
21100316020,Crystals,0.566,15,5
21100329308,Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics,0.467,15,5
21100372101,Nanotechnology Reviews,0.544,15,5
21100469364,Surface Topography: Metrology and Properties,0.491,15,5
21100819607,Egyptian Journal of Petroleum,0.548,15,5
