Sourceid,Title,SJR,field,octile
29864,Rivista del Nuovo Cimento,1.073,31,7
29887,Solid State Ionics,0.856,31,7
34774,Metallurgical Transactions B (Process Metallurgy),1.112,31,7
35716,Ultrasound in Medicine and Biology,0.932,31,7
58130,Journal of the Energy Institute,1.179,31,7
81697,Publications of the Astronomical Society of Australia,1.237,31,7
120005,"Journal of Vibration and Acoustics, Transactions of the ASME",0.91,31,7
130032,Journal of Cosmology and Astroparticle Physics,1.089,31,7
130039,CrystEngComm,0.998,31,7
144604,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",0.931,31,7
4500151552,High Energy Density Physics,0.933,31,7
4700151725,"IEEE Transactions on Audio, Speech and Language Processing",0.867,31,7
9500154114,Advances in Theoretical and Mathematical Physics,1.061,31,7
10400153302,Physica Status Solidi - Rapid Research Letetrs,1.153,31,7
10600153306,Communications in Computational Physics,1.048,31,7
13300154702,Applied Physics Express,0.931,31,7
16400154786,Journal of Biophotonics,1.028,31,7
17800156778,Computational Science and Discovery,1.183,31,7
19700176215,IEEE Photonics Journal,0.893,31,7
19700190315,Beilstein Journal of Nanotechnology,1.119,31,7
19700201155,Advances in High Energy Physics,0.866,31,7
19800188022,IEEE Transactions on Terahertz Science and Technology,1.086,31,7
19900193578,IEEE Journal of Photovoltaics,1.214,31,7
21100201020,Communications in Number Theory and Physics,1.001,31,7
21100278308,"Microscopy (Oxford, England)",0.906,31,7
21100405051,Methods and Applications in Fluorescence,0.908,31,7
21100409442,Liquid Crystals Reviews,1.121,31,7
21100802703,Nanoscale and Microscale Thermophysical Engineering,1.091,31,7
21100810702,Animal Biotelemetry,1.067,31,7
21100817456,High Power Laser Science and Engineering,0.901,31,7
12157,Journal of Electron Spectroscopy and Related Phenomena,0.738,31,6
12160,Journal of Laser Applications,0.741,31,6
12179,Journal of Luminescence,0.694,31,6
12207,Journal of Quantitative Spectroscopy and Radiative Transfer,0.779,31,6
12284,Surface Science,0.81,31,6
12320,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",0.687,31,6
12346,Optics and Laser Technology,0.737,31,6
12517,Wave Motion,0.676,31,6
12936,Journal of the Acoustical Society of America,0.695,31,6
12946,Applied Acoustics,0.815,31,6
13660,"Sensors and Actuators, A: Physical",0.699,31,6
13689,Plasma Chemistry and Plasma Processing,0.719,31,6
13787,Journal of Thermal Spray Technology,0.688,31,6
13878,"European Journal of Mechanics, B/Fluids",0.726,31,6
14372,Tribology Transactions,0.836,31,6
14391,High Pressure Research,0.69,31,6
14471,Meccanica,0.814,31,6
14544,Rheologica Acta,0.704,31,6
14571,Shock Waves,0.853,31,6
14917,Radiation and Environmental Biophysics,0.64,31,6
15424,Measurement: Journal of the International Measurement Confederation,0.733,31,6
16302,Adsorption,0.703,31,6
17014,Journal of Tribology,0.767,31,6
17037,Physica Medica,0.792,31,6
17233,Journal of Radiation Research,0.734,31,6
17295,IEEE Microwave and Wireless Components Letters,0.73,31,6
17622,Journal of Photochemistry and Photobiology B: Biology,0.698,31,6
17798,Materials at High Temperatures,0.669,31,6
17812,Materials Science & Engineering B: Solid-State Materials for Advanced Technology,0.779,31,6
17829,Mechanics Research Communications,0.814,31,6
17870,Nondestructive Testing and Evaluation,0.684,31,6
18375,Synthetic Metals,0.672,31,6
20410,"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",0.725,31,6
20968,Journal of Heat Transfer,0.759,31,6
20984,"Proceedings of the Institution of Mechanical Engineers, Part K: Journal of Multi-body Dynamics",0.756,31,6
20987,Journal of Thermal Stresses,0.763,31,6
21579,"Numerical Heat Transfer, Part B: Fundamentals",0.851,31,6
23100,Proceedings of the Japan Academy Series B: Physical and Biological Sciences,0.789,31,6
23197,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",0.684,31,6
24530,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,0.648,31,6
24670,Chemical Vapor Deposition,0.639,31,6
24680,Diamond and Related Materials,0.686,31,6
24709,Materials Research Bulletin,0.746,31,6
24831,Quantum Information Processing,0.708,31,6
25199,Journal of Solid State Electrochemistry,0.661,31,6
25915,"Journal of Polymer Science, Part B: Polymer Physics",0.837,31,6
25937,Macromolecular Chemistry and Physics,0.76,31,6
26022,IEEE Journal of Quantum Electronics,0.65,31,6
26051,IEEE Transactions on Electromagnetic Compatibility,0.703,31,6
26586,Chemical Physics Letters,0.656,31,6
26675,Materials Science in Semiconductor Processing,0.634,31,6
26748,Astronomische Nachrichten,0.712,31,6
26881,Combustion Science and Technology,0.683,31,6
26965,Journal of Molecular Liquids,0.849,31,6
26966,Journal of Photochemistry and Photobiology A: Chemistry,0.689,31,6
26972,Journal of Solid State Chemistry,0.632,31,6
26990,Molecular Physics,0.68,31,6
27029,Applied Physics B: Lasers and Optics,0.74,31,6
27181,"Earth, Moon and Planets",0.63,31,6
27191,Semiconductor Science and Technology,0.757,31,6
27214,Journal of Applied Clinical Medical Physics,0.739,31,6
27376,Metals and Materials International,0.724,31,6
27430,Chaos,0.716,31,6
27458,Contributions to Plasma Physics,0.656,31,6
27477,Current Applied Physics,0.647,31,6
27946,Geophysical and Astrophysical Fluid Dynamics,0.744,31,6
27971,Zeitschrift für Angewandte Mathematik und Physik,0.828,31,6
28073,International Journal of Modern Physics A,0.72,31,6
28132,Journal of Applied Physics,0.739,31,6
28425,Fire Safety Journal,0.789,31,6
28443,Steel Research International,0.783,31,6
28501,Journal of Mathematical Imaging and Vision,0.724,31,6
28521,Journal of Hydrodynamics,0.768,31,6
28526,Journal of Magnetism and Magnetic Materials,0.786,31,6
28544,Journal of Mathematical Physics,0.644,31,6
28547,Journal of Non-Crystalline Solids,0.722,31,6
28549,Journal of Nonlinear Mathematical Physics,0.789,31,6
28565,"Journal of Physics B: Atomic, Molecular and Optical Physics",0.85,31,6
28570,Journal of Physics D: Applied Physics,0.717,31,6
28697,Materials Letters,0.782,31,6
28704,Modelling and Simulation in Materials Science and Engineering,0.821,31,6
29018,International Journal of Modern Physics E,0.687,31,6
29052,Modern Physics Letters A,0.65,31,6
29066,Nuclear Fusion,0.759,31,6
29067,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0.814,31,6
29092,Nuclear Technology,0.828,31,6
29115,Physica A: Statistical Mechanics and its Applications,0.773,31,6
29244,Physics-Uspekhi,0.701,31,6
29251,Plasma Physics and Controlled Fusion,0.69,31,6
29593,Applied Optics,0.715,31,6
29595,Applied Spectroscopy Reviews,0.805,31,6
29651,Granular Matter,0.789,31,6
29716,Reviews in Mathematical Physics,0.808,31,6
29785,Russian Journal of Mathematical Physics,0.696,31,6
85920,Reviews on Advanced Materials Science,0.838,31,6
130141,Microfluidics and Nanofluidics,0.641,31,6
4700151913,Journal of Energetic Materials,0.74,31,6
4900152808,Journal of Instrumentation,0.642,31,6
5200152801,Nanoscale Research Letters,0.713,31,6
5300152513,Progress in Electromagnetics Research,0.682,31,6
5400152708,Laser Physics Letters,0.818,31,6
5700165208,Journal of Physics A: Mathematical and Theoretical,0.843,31,6
5800179580,Physica Status Solidi (A) Applications and Materials,0.648,31,6
9100153108,Physical Mesomechanics,0.834,31,6
10800153309,Romanian Reports on Physics,0.772,31,6
10900153324,Particuology,0.697,31,6
11500153309,Romanian Journal in Physics,0.816,31,6
11700154323,Image Analysis and Stereology,0.689,31,6
12100154807,Journal of the Korean Astronomical Society,0.83,31,6
15300154849,Philosophical Magazine,0.757,31,6
17500155129,PET Clinics,0.729,31,6
17800156777,Research in Astronomy and Astrophysics,0.681,31,6
18500162200,"Journal of Infrared, Millimeter, and Terahertz Waves",0.803,31,6
19600157213,GAMM Mitteilungen,0.656,31,6
19700189500,Journal of Optics,0.839,31,6
19700201416,Frontiers of Physics,0.647,31,6
21100203111,IEEE Wireless Communications Letters,0.678,31,6
21100226804,Chinese Optics,0.849,31,6
21100237615,Progress of Theoretical and Experimental Physics,0.853,31,6
12121,Infrared Physics and Technology,0.54,31,5
12142,International Journal of Mass Spectrometry,0.61,31,5
12182,Journal of Molecular Spectroscopy,0.57,31,5
12209,Laser and Particle Beams,0.497,31,5
12311,Technical Physics Letters,0.469,31,5
12318,Optical Materials,0.592,31,5
12333,Journal of Phase Equilibria and Diffusion,0.575,31,5
12347,Thin Solid Films,0.617,31,5
12352,Optics Communications,0.614,31,5
12441,Open Systems and Information Dynamics,0.512,31,5
12489,Vacuum,0.569,31,5
12941,Acta Acustica united with Acustica,0.472,31,5
13002,Heat Transfer Engineering,0.57,31,5
13005,Journal of Low Frequency Noise Vibration and Active Control,0.506,31,5
13511,Shock and Vibration,0.468,31,5
13713,Cryogenics,0.526,31,5
13715,Entropy,0.592,31,5
13719,Experimental Heat Transfer,0.588,31,5
13763,Journal of Low Temperature Physics,0.471,31,5
13784,Journal of Non-Equilibrium Thermodynamics,0.591,31,5
13859,Research in Nondestructive Evaluation,0.519,31,5
14393,International Journal of Computational Fluid Dynamics,0.578,31,5
14526,Physics and Chemistry of Liquids,0.465,31,5
14592,Theoretical and Computational Fluid Dynamics,0.47,31,5
15026,Flow Measurement and Instrumentation,0.489,31,5
15047,IEEE Sensors Journal,0.619,31,5
15526,Measurement Science and Technology,0.53,31,5
15563,Review of Scientific Instruments,0.585,31,5
17248,IEEE Antennas and Propagation Magazine,0.491,31,5
17296,IEEE Microwave Magazine,0.485,31,5
17368,IEEE Transactions on Nuclear Science,0.565,31,5
17800,Materials Chemistry and Physics,0.615,31,5
18041,Journal of Electrostatics,0.478,31,5
18465,Fluid Dynamics Research,0.476,31,5
18610,Molecular Imaging,0.597,31,5
21141,"Journal of Dynamic Systems, Measurement and Control, Transactions of the ASME",0.618,31,5
21161,Journal of Materials Research,0.61,31,5
21177,Journal of Materials Science: Materials in Electronics,0.503,31,5
21183,Journal of Porous Media,0.504,31,5
21188,Journal of Sol-Gel Science and Technology,0.477,31,5
21550,Structural Chemistry,0.504,31,5
21959,Superlattices and Microstructures,0.574,31,5
23897,Journal of Geometry and Physics,0.597,31,5
23934,Applied Spectroscopy,0.489,31,5
24531,Acta Mathematica Scientia,0.504,31,5
24703,Journal of Crystal Growth,0.592,31,5
24705,Liquid Crystals,0.58,31,5
24801,Molecular Simulation,0.571,31,5
25326,Solid State Sciences,0.574,31,5
25944,Macromolecular Theory and Simulations,0.525,31,5
26309,Quarterly Journal of Mechanics and Applied Mathematics,0.499,31,5
26584,Chemical Physics,0.58,31,5
26620,Journal of Electronic Materials,0.474,31,5
26696,Microelectronic Engineering,0.604,31,5
26771,Astrophysics and Space Science,0.616,31,5
26938,Acta Physica Slovaca,0.614,31,5
26983,Journal of Thermal Analysis and Calorimetry,0.587,31,5
27083,Thermochimica Acta,0.605,31,5
27206,Solid-State Electronics,0.492,31,5
27550,European Physical Journal E,0.489,31,5
27551,Europhysics Letters,0.498,31,5
27573,Few-Body Systems,0.46,31,5
27730,New Astronomy,0.464,31,5
27797,Revista Mexicana de Astronomia y Astrofisica,0.596,31,5
27975,General Relativity and Gravitation,0.598,31,5
28031,IEEE Transactions on Plasma Science,0.522,31,5
28115,JETP Letters,0.498,31,5
28462,Surface Engineering,0.572,31,5
28529,Nonlinear Processes in Geophysics,0.61,31,5
28545,Journal of Nanoparticle Research,0.528,31,5
28564,Journal of Physics and Chemistry of Solids,0.594,31,5
28580,Radio Science,0.546,31,5
28591,Journal of Thermophysics and Heat Transfer,0.526,31,5
28596,"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",0.52,31,5
28598,Journal of X-Ray Science and Technology,0.495,31,5
29028,Journal of Nuclear Science and Technology,0.533,31,5
29068,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",0.558,31,5
29085,Philosophical Magazine Letters,0.58,31,5
29119,Physica C: Superconductivity and its Applications,0.492,31,5
29121,Physica E: Low-Dimensional Systems and Nanostructures,0.595,31,5
29140,Physica Status Solidi (B): Basic Research,0.602,31,5
29173,Journal of the Physical Society of Japan,0.499,31,5
29221,Physics of Plasmas,0.576,31,5
29464,"Physics Letters, Section A: General, Atomic and Solid State Physics",0.595,31,5
29512,Radiation Measurements,0.509,31,5
29513,Radiation Physics and Chemistry,0.54,31,5
29514,Radiation Protection Dosimetry,0.487,31,5
29653,Quantum Electronics,0.501,31,5
29886,Solid State Communications,0.535,31,5
33015,Journal of the Society for Information Display,0.477,31,5
34667,Microgravity Science and Technology,0.514,31,5
40907,Applied Radiation and Isotopes,0.528,31,5
87828,International Journal of Heat and Technology,0.525,31,5
130075,Plasma Processes and Polymers,0.611,31,5
130124,Sensors,0.584,31,5
130129,Physical Review Special Topics - Accelerators and Beams,0.574,31,5
130262,"Japanese Journal of Applied Physics, Part 1: Regular Papers & Short Notes",0.497,31,5
144897,Guangxue Jingmi Gongcheng/Optics and Precision Engineering,0.582,31,5
145274,Journal of Statistical Mechanics: Theory and Experiment,0.614,31,5
145625,Ionics,0.557,31,5
4700152725,International Journal of Astrobiology,0.548,31,5
5600152816,European Physical Journal: Special Topics,0.552,31,5
13600154724,Biomicrofluidics,0.592,31,5
15500154701,Journal of Applied Fluid Mechanics,0.495,31,5
19200156922,Biointerphases,0.558,31,5
19600166401,"Science China: Physics, Mechanics and Astronomy",0.488,31,5
19800188068,International Journal of Spray and Combustion Dynamics,0.481,31,5
19900191974,"Photogrammetrie, Fernerkundung, Geoinformation",0.488,31,5
19900193962,AIP Advances,0.472,31,5
20500195063,Quantitative InfraRed Thermography,0.524,31,5
21000196008,Computational and Theoretical Chemistry,0.506,31,5
21100201754,European Physical Journal Plus,0.49,31,5
21100206268,Journal of Photonics for Energy,0.6,31,5
21100316020,Crystals,0.566,31,5
21100329308,Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics,0.467,31,5
21100407281,Zeitschrift fur Kristallographie - Crystalline Materials,0.552,31,5
21100407950,Advanced Optical Technologies,0.53,31,5
21100469364,Surface Topography: Metrology and Properties,0.491,31,5
