Sourceid,Title,SJR,field,octile
29859,Smart Materials and Structures,1.152,25,7
29887,Solid State Ionics,0.856,25,7
34774,Metallurgical Transactions B (Process Metallurgy),1.112,25,7
54222,Polymers,0.852,25,7
85920,Reviews on Advanced Materials Science,0.838,25,7
98028,Journal of Biomedical Materials Research - Part A,0.933,25,7
110040,Nanotechnology,1.079,25,7
130039,CrystEngComm,0.998,25,7
3200147832,Journal of Building Physics,0.786,25,7
3300147502,International Journal of Mechanics and Materials in Design,0.813,25,7
7700153108,International journal of nanomedicine,1.225,25,7
8000153139,Journal of the Mechanical Behavior of Biomedical Materials,0.958,25,7
9100153108,Physical Mesomechanics,0.834,25,7
10400153302,Physica Status Solidi - Rapid Research Letetrs,1.153,25,7
10700153301,Journal of tissue engineering and regenerative medicine,0.88,25,7
11200153519,Express Polymer Letters,0.823,25,7
11400153316,Tissue Engineering - Part A,1.159,25,7
11700154733,Journal of Biomedical Nanotechnology,0.828,25,7
16400154786,Journal of Biophotonics,1.028,25,7
19700173303,Metallomics,0.954,25,7
19700189500,Journal of Optics,0.839,25,7
19700190315,Beilstein Journal of Nanotechnology,1.119,25,7
19900192310,International Journal of Applied Mechanics,0.793,25,7
19900193578,IEEE Journal of Photovoltaics,1.214,25,7
21100201986,Interface Focus,0.983,25,7
21100203705,Optical Materials Express,0.952,25,7
21100338355,IEEE Journal of the Electron Devices Society,1.016,25,7
21100383742,Journal of Materials Research and Technology,0.957,25,7
21100405051,Methods and Applications in Fluorescence,0.908,25,7
21100409442,Liquid Crystals Reviews,1.121,25,7
21100461936,Journal of Magnesium and Alloys,0.927,25,7
21100468817,Journal of Sustainable Cement-Based Materials,0.957,25,7
21100802703,Nanoscale and Microscale Thermophysical Engineering,1.091,25,7
21100817456,High Power Laser Science and Engineering,0.901,25,7
12040,Welding Journal,0.654,25,6
12157,Journal of Electron Spectroscopy and Related Phenomena,0.738,25,6
12160,Journal of Laser Applications,0.741,25,6
12318,Optical Materials,0.592,25,6
12320,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",0.687,25,6
12329,Journal of Iron and Steel Research International,0.569,25,6
12333,Journal of Phase Equilibria and Diffusion,0.575,25,6
12346,Optics and Laser Technology,0.737,25,6
12347,Thin Solid Films,0.617,25,6
12352,Optics Communications,0.614,25,6
12489,Vacuum,0.569,25,6
13034,JVC/Journal of Vibration and Control,0.763,25,6
13106,Journal of the American Helicopter Society,0.637,25,6
13660,"Sensors and Actuators, A: Physical",0.699,25,6
13665,Journal of Cellular Plastics,0.565,25,6
13689,Plasma Chemistry and Plasma Processing,0.719,25,6
13787,Journal of Thermal Spray Technology,0.688,25,6
14456,Polymer International,0.68,25,6
14464,Polymer Testing,0.669,25,6
14470,Polymers for Advanced Technologies,0.595,25,6
14544,Rheologica Acta,0.704,25,6
15464,IEEE Transactions on Nanotechnology,0.572,25,6
15834,Packaging Technology and Science,0.783,25,6
16074,Journal of Biomedical Materials Research - Part B Applied Biomaterials,0.715,25,6
16319,IEEE Transactions on Nanobioscience,0.566,25,6
16919,Biometals,0.744,25,6
16934,Minerals and Metallurgical Processing,0.754,25,6
17014,Journal of Tribology,0.767,25,6
17061,Lubrication Science,0.645,25,6
17159,Textile Research Journal,0.551,25,6
17613,Physics and Chemistry of Minerals,0.702,25,6
17798,Materials at High Temperatures,0.669,25,6
17800,Materials Chemistry and Physics,0.615,25,6
17812,Materials Science & Engineering B: Solid-State Materials for Advanced Technology,0.779,25,6
17870,Nondestructive Testing and Evaluation,0.684,25,6
18375,Synthetic Metals,0.672,25,6
20344,Fusion Engineering and Design,0.61,25,6
20410,"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",0.725,25,6
20498,Applied Composite Materials,0.58,25,6
20968,Journal of Heat Transfer,0.759,25,6
20983,Journal of Micromechanics and Microengineering,0.554,25,6
20987,Journal of Thermal Stresses,0.763,25,6
21122,Ironmaking and Steelmaking,0.647,25,6
21140,Journal of Composite Materials,0.555,25,6
21160,Journal of Materials Engineering and Performance,0.611,25,6
21161,Journal of Materials Research,0.61,25,6
21178,Journal of Materials Science: Materials in Medicine,0.647,25,6
21223,Machining Science and Technology,0.556,25,6
21655,Journal of Biomaterials Applications,0.621,25,6
21959,Superlattices and Microstructures,0.574,25,6
24680,Diamond and Related Materials,0.686,25,6
24703,Journal of Crystal Growth,0.592,25,6
24705,Liquid Crystals,0.58,25,6
24709,Materials Research Bulletin,0.746,25,6
24801,Molecular Simulation,0.571,25,6
24831,Quantum Information Processing,0.708,25,6
24937,Dental Materials Journal,0.568,25,6
25001,Holzforschung,0.709,25,6
25194,Journal of Applied Electrochemistry,0.646,25,6
25199,Journal of Solid State Electrochemistry,0.661,25,6
25326,Solid State Sciences,0.574,25,6
25506,Nordic Pulp and Paper Research Journal,0.623,25,6
25758,Advances in Heterocyclic Chemistry,0.749,25,6
25828,Colloid and Polymer Science,0.597,25,6
25897,Journal of Organometallic Chemistry,0.566,25,6
25901,"Journal of Polymer Science, Part A: Polymer Chemistry",0.735,25,6
25917,Journal of Polymers and the Environment,0.562,25,6
25937,Macromolecular Chemistry and Physics,0.76,25,6
25938,Macromolecular Materials and Engineering,0.755,25,6
26069,Wood and Fiber Science,0.556,25,6
26091,Wood Science and Technology,0.659,25,6
26446,Polymer Journal,0.766,25,6
26471,ASAIO Journal,0.771,25,6
26621,"Journal of Electronic Packaging, Transactions of the ASME",0.569,25,6
26675,Materials Science in Semiconductor Processing,0.634,25,6
26696,Microelectronic Engineering,0.604,25,6
26779,Artificial Organs,0.736,25,6
26972,Journal of Solid State Chemistry,0.632,25,6
27009,Oxidation of Metals,0.655,25,6
27191,Semiconductor Science and Technology,0.757,25,6
27376,Metals and Materials International,0.724,25,6
27477,Current Applied Physics,0.647,25,6
28427,Fire Technology,0.658,25,6
28443,Steel Research International,0.783,25,6
28462,Surface Engineering,0.572,25,6
28547,Journal of Non-Crystalline Solids,0.722,25,6
28564,Journal of Physics and Chemistry of Solids,0.594,25,6
28570,Journal of Physics D: Applied Physics,0.717,25,6
28585,Acta Metallurgica Sinica (English Letters),0.576,25,6
28697,Materials Letters,0.782,25,6
28703,Mathematics and Mechanics of Solids,0.768,25,6
29121,Physica E: Low-Dimensional Systems and Nanostructures,0.595,25,6
29140,Physica Status Solidi (B): Basic Research,0.602,25,6
38490,Bragantia,0.555,25,6
57810,Journal of Cultural Heritage,0.562,25,6
76627,Materials,0.732,25,6
93516,Polymer Science - Series C,0.592,25,6
130075,Plasma Processes and Polymers,0.611,25,6
130141,Microfluidics and Nanofluidics,0.641,25,6
144897,Guangxue Jingmi Gongcheng/Optics and Precision Engineering,0.582,25,6
145625,Ionics,0.557,25,6
4700152486,Plasmonics,0.679,25,6
5200152801,Nanoscale Research Letters,0.713,25,6
5600152816,European Physical Journal: Special Topics,0.552,25,6
5800179580,Physica Status Solidi (A) Applications and Materials,0.648,25,6
10900153324,Particuology,0.697,25,6
11700154323,Image Analysis and Stereology,0.689,25,6
11700154380,Biomedical Materials (Bristol),0.768,25,6
13300154705,Electronic Materials Letters,0.704,25,6
13600154724,Biomicrofluidics,0.592,25,6
17700156449,"International Journal of Minerals, Metallurgy and Materials",0.559,25,6
19200156922,Biointerphases,0.558,25,6
19600157213,GAMM Mitteilungen,0.656,25,6
19700201682,International Journal of Smart and Nano Materials,0.608,25,6
21100227408,Journal of Micro-Bio Robotics,0.783,25,6
21100239623,International Journal of Applied Glass Science,0.582,25,6
21100241204,Tribology Online,0.556,25,6
21100266597,ECS Journal of Solid State Science and Technology,0.593,25,6
21100297834,Biomatter,0.634,25,6
21100316020,Crystals,0.566,25,6
21100374601,IEEE Access,0.548,25,6
21100399731,Metals,0.55,25,6
21100407281,Zeitschrift fur Kristallographie - Crystalline Materials,0.552,25,6
21100466461,Friction,0.684,25,6
21100823385,Defence Technology,0.633,25,6
12037,"Welding in the World, Le Soudage Dans Le Monde",0.533,25,5
12121,Infrared Physics and Technology,0.54,25,5
12183,Journal of Nonlinear Optical Physics and Materials,0.458,25,5
12307,Jinshu Xuebao/Acta Metallurgica Sinica,0.413,25,5
12317,Optical Fiber Technology,0.522,25,5
12725,Journal of Coatings Technology Research,0.415,25,5
12729,Korrozios Figyelo,0.427,25,5
13089,International Journal of Polymer Analysis and Characterization,0.444,25,5
13537,Iranian Polymer Journal (English Edition),0.399,25,5
13554,Journal of Applied Polymer Science,0.543,25,5
13670,Journal of Plastic Film and Sheeting,0.444,25,5
13687,Journal of Polymer Research,0.403,25,5
13690,Journal of Thermoplastic Composite Materials,0.427,25,5
13695,Polymer Engineering and Science,0.493,25,5
13713,Cryogenics,0.526,25,5
13763,Journal of Low Temperature Physics,0.471,25,5
13859,Research in Nondestructive Evaluation,0.519,25,5
14433,Polymer Composites,0.486,25,5
14498,Mechanics of Time-Dependent Materials,0.497,25,5
14526,Physics and Chemistry of Liquids,0.465,25,5
14737,International Journal of Artificial Organs,0.431,25,5
16070,"Journal of Biomaterials Science, Polymer Edition",0.537,25,5
17141,Journal of the Textile Institute,0.481,25,5
17364,IEEE Transactions on Magnetics,0.488,25,5
18041,Journal of Electrostatics,0.478,25,5
18439,Cell and Tissue Banking,0.527,25,5
19731,Comptes Rendus - Mecanique,0.481,25,5
19880,Advanced Composite Materials,0.498,25,5
20965,Journal of Friction and Wear,0.432,25,5
21154,Journal of Electroceramics,0.427,25,5
21177,Journal of Materials Science: Materials in Electronics,0.503,25,5
21182,Journal of Porous Materials,0.5,25,5
21183,Journal of Porous Media,0.504,25,5
21185,Journal of Reinforced Plastics and Composites,0.543,25,5
21188,Journal of Sol-Gel Science and Technology,0.477,25,5
21445,Polymer Bulletin,0.443,25,5
24070,Magnetic Resonance in Chemistry,0.536,25,5
24621,Journal of Molecular Graphics and Modelling,0.51,25,5
24667,Journal of Wood Chemistry and Technology,0.399,25,5
24673,Crystal Research and Technology,0.424,25,5
25267,Inorganic Chemistry Communication,0.43,25,5
25270,Inorganica Chimica Acta,0.485,25,5
25303,Polyhedron,0.472,25,5
25452,Journal of Wood Science,0.536,25,5
25827,Chinese Journal of Polymer Science (English Edition),0.506,25,5
25941,Macromolecular Research,0.506,25,5
25944,Macromolecular Theory and Simulations,0.525,25,5
26026,IEEE Transactions on Applied Superconductivity,0.408,25,5
26049,IEEE Transactions on Device and Materials Reliability,0.44,25,5
26442,Polycyclic Aromatic Compounds,0.543,25,5
26620,Journal of Electronic Materials,0.474,25,5
27027,Applied Physics A: Materials Science and Processing,0.481,25,5
27206,Solid-State Electronics,0.492,25,5
27302,Materials Transactions,0.449,25,5
27542,European Physical Journal B,0.43,25,5
27550,European Physical Journal E,0.489,25,5
27866,Physics of Metals and Metallography,0.427,25,5
27885,Powder Metallurgy,0.406,25,5
27919,Rare Metals,0.454,25,5
28480,Tetsu-To-Hagane/Journal of the Iron and Steel Institute of Japan,0.449,25,5
28522,Journal of Macromolecular Science - Physics,0.404,25,5
28545,Journal of Nanoparticle Research,0.528,25,5
28586,BioMedical Engineering Online,0.542,25,5
28590,Biomedical Microdevices,0.538,25,5
28596,"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",0.52,25,5
29109,Corrosion Engineering Science and Technology,0.43,25,5
29112,Photonics and Nanostructures - Fundamentals and Applications,0.433,25,5
29118,Physica B: Condensed Matter,0.417,25,5
29119,Physica C: Superconductivity and its Applications,0.492,25,5
29223,Physics of the Solid State,0.415,25,5
29437,Coloration Technology,0.414,25,5
29560,Soldering and Surface Mount Technology,0.399,25,5
29653,Quantum Electronics,0.501,25,5
29886,Solid State Communications,0.535,25,5
32631,Corrosion Reviews,0.458,25,5
33015,Journal of the Society for Information Display,0.477,25,5
34587,International Journal of Polymeric Materials and Polymeric Biomaterials,0.489,25,5
35688,Materials and Corrosion - Werkstoffe und Korrosion,0.47,25,5
37473,Gold bulletin,0.461,25,5
66344,Chinese Optics Letters,0.393,25,5
67736,Tribology in Industry,0.429,25,5
74937,Autex Research Journal,0.448,25,5
78605,Journal of Bioactive and Compatible Polymers,0.446,25,5
84222,Science and Engineering of Composite Materials,0.54,25,5
144862,Fibers and Polymers,0.471,25,5
145641,Journal of Huazhong University of Science and Technology - Medical Science,0.406,25,5
100147032,IEEE/OSA Journal of Display Technology,0.442,25,5
100147322,Materials Research,0.398,25,5
4700152855,Journal of Inorganic and Organometallic Polymers and Materials,0.402,25,5
4700152859,Maderas: Ciencia y Tecnologia,0.546,25,5
5400152656,IET Nanobiotechnology,0.424,25,5
5900153313,Journal of Korean Institute of Metals and Materials,0.413,25,5
8000153127,"Journal of Mining and Metallurgy, Section B: Metallurgy",0.451,25,5
8700153309,Wood Material Science and Engineering,0.402,25,5
9500154104,Journal of Nanophotonics,0.438,25,5
9500154151,Surface Science Spectra,0.416,25,5
11700154398,IEEE Nanotechnology Magazine,0.419,25,5
12400154712,International Journal of Surface Science and Engineering,0.412,25,5
12600154731,Macromolecular Reaction Engineering,0.512,25,5
13900154710,Latin American Journal of Solids and Structures,0.522,25,5
14500154716,International Journal of Material Forming,0.536,25,5
16400154780,Physicochemical Problems of Mineral Processing,0.483,25,5
17600154901,Journal of Superhard Materials,0.396,25,5
19600157902,IEEE Magnetics Letters,0.532,25,5
19700167024,Science China Technological Sciences,0.537,25,5
19700180840,Photonic Sensors,0.432,25,5
19700181203,KONA Powder and Particle Journal,0.494,25,5
19900191845,Frontiers of Materials Science,0.448,25,5
19900192031,International Journal of Biomaterials,0.511,25,5
19900193962,AIP Advances,0.472,25,5
21100199777,"IEEE Transactions on Components, Packaging and Manufacturing Technology",0.482,25,5
21100199834,Central European Journal of Energetic Materials,0.491,25,5
21100201997,Journal of Information Display,0.525,25,5
21100223162,Materials Express,0.461,25,5
21100254429,Obogashchenie Rud,0.466,25,5
21100286862,Advances in Natural Sciences: Nanoscience and Nanotechnology,0.442,25,5
21100310027,Advances in Manufacturing,0.475,25,5
21100329308,Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics,0.467,25,5
21100372101,Nanotechnology Reviews,0.544,25,5
21100407950,Advanced Optical Technologies,0.53,25,5
21100469364,Surface Topography: Metrology and Properties,0.491,25,5
21100823276,Journal of Asian Ceramic Societies,0.509,25,5
