Sourceid,Title,SJR,field,octile
21100787659,International Journal of Sustainable Built Environment,0.746,21,6
21100817456,High Power Laser Science and Engineering,0.901,21,6
21100817528,Energy Science and Engineering,0.732,21,6
21100819607,Egyptian Journal of Petroleum,0.548,21,6
12571,Journal of Fusion Energy,0.411,21,5
13716,Petroleum Science and Technology,0.376,21,5
16278,Journal of Energy Engineering - ASCE,0.481,21,5
17006,Journal of Canadian Petroleum Technology,0.545,21,5
18219,Oil and Gas Science and Technology,0.474,21,5
18899,SPE Drilling and Completion,0.452,21,5
20118,Xinan Shiyou Xueyuan Xuebao/Journal of Southwestern Petroleum Institute,0.466,21,5
20405,"Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy",0.523,21,5
24060,Journal of Radioanalytical and Nuclear Chemistry,0.47,21,5
25738,Petroleum Geoscience,0.53,21,5
28588,China Ocean Engineering,0.541,21,5
29028,Journal of Nuclear Science and Technology,0.533,21,5
29090,Nuclear Science and Techniques/Hewuli,0.457,21,5
29119,Physica C: Superconductivity and its Applications,0.492,21,5
29383,Energy Exploration and Exploitation,0.501,21,5
29995,Fusion Science and Technology,0.383,21,5
83986,Gaodianya Jishu/High Voltage Engineering,0.528,21,5
145556,International Journal of Sustainable Energy,0.471,21,5
4400151708,Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science),0.513,21,5
4700151730,International Journal of Green Energy,0.439,21,5
4700152713,"Energy Sources, Part B: Economics, Planning and Policy",0.449,21,5
4800152404,Dianli Zidonghua Shebei / Electric Power Automation Equipment,0.431,21,5
5400152634,Asia-Pacific Journal of Chemical Engineering,0.383,21,5
5800207378,International Journal of Exergy,0.396,21,5
6300153104,Thermal Science,0.402,21,5
7700153114,Journal of Engineering Thermophysics,0.435,21,5
11000153739,SPE Production and Operations,0.488,21,5
11900154312,Petroleum Science,0.525,21,5
12700154703,Proceedings of Institution of Civil Engineers: Energy,0.461,21,5
17700156701,Environmental Progress and Sustainable Energy,0.466,21,5
19400158701,Energy Systems,0.496,21,5
19600157918,Waste and Biomass Valorization,0.434,21,5
19700194012,Journal of Renewable and Sustainable Energy,0.44,21,5
19700200879,Science and Technology of Nuclear Installations,0.522,21,5
19800188068,International Journal of Spray and Combustion Dynamics,0.481,21,5
21100229246,Agroecology and Sustainable Food Systems,0.486,21,5
21100240100,Sustainability,0.537,21,5
21100241220,International Transactions on Electrical Energy Systems,0.453,21,5
21100281302,International Journal of Energy Economics and Policy,0.465,21,5
21100301405,Journal of Security and Sustainability Issues,0.473,21,5
21100372101,Nanotechnology Reviews,0.544,21,5
21100466851,Biomass Conversion and Biorefinery,0.493,21,5
