Sourceid,Title,SJR,field,octile
12628,Oral Oncology,1.912,35,8
22848,Orthodontics and Craniofacial Research,1.318,35,8
22913,Periodontology 2000,2.887,35,8
23807,American Journal of Orthodontics and Dentofacial Orthopedics,1.289,35,8
24291,Angle Orthodontist,1.267,35,8
24403,Clinical Implant Dentistry and Related Research,1.827,35,8
24408,Clinical Oral Implants Research,2.462,35,8
24936,Dental Materials,2.106,35,8
25026,European Journal of Orthodontics,1.279,35,8
25610,International Endodontic Journal,1.791,35,8
25615,International Journal of Oral and Maxillofacial Implants,1.576,35,8
25669,Journal of Clinical Periodontology,2.079,35,8
25684,Journal of Dental Research,2.302,35,8
25686,Journal of Dentistry,1.919,35,8
25688,Journal of Endodontics,1.585,35,8
26173,Journal of Periodontology,1.408,35,8
26238,Monographs in oral science,2.017,35,8
19600161903,Molecular Oral Microbiology,1.21,35,8
19700168907,Korean Journal of Orthodontics,1.345,35,8
19700174718,European journal of oral implantology,2.413,35,8
19700180533,International journal of oral science,1.231,35,8
21100208066,Journal of Oral Microbiology,1.541,35,8
16649,Dentomaxillofacial Radiology,0.964,35,7
21658,Journal of Cranio-Maxillo-Facial Surgery,1.033,35,7
22812,Operative Dentistry,1.18,35,7
23804,Journal of the American Dental Association,0.898,35,7
24335,Australian Dental Journal,0.864,35,7
24341,BMC Oral Health,0.867,35,7
24388,Caries Research,1.108,35,7
24409,Clinical Oral Investigations,0.986,35,7
24413,Community Dentistry and Oral Epidemiology,1.039,35,7
25629,International Journal of Oral and Maxillofacial Surgery,1.137,35,7
25637,International Journal of Prosthodontics,0.891,35,7
25660,Journal of Adhesive Dentistry,0.839,35,7
26152,Journal of Oral and Maxillofacial Surgery,0.967,35,7
26156,Journal of Oral Rehabilitation,1.17,35,7
26171,Journal of Periodontal Research,0.927,35,7
26175,Journal of Prosthetic Dentistry,1.087,35,7
91796,Progress in Orthodontics,0.971,35,7
144622,"Medicina Oral, Patologia Oral y Cirugia Bucal",0.841,35,7
16700154701,Journal of Prosthodontic Research,1.203,35,7
21100202150,Operations Research for Health Care,0.95,35,7
21100307455,Journal of oral & facial pain and headache,1.142,35,7
20530,British Journal of Oral and Maxillofacial Surgery,0.687,35,6
21036,Cleft Palate-Craniofacial Journal,0.757,35,6
22149,Oral and Maxillofacial Surgery Clinics of North America,0.692,35,6
22815,Oral Diseases,0.798,35,6
23755,Acta Odontologica Scandinavica,0.706,35,6
24458,Dental Clinics of North America,0.759,35,6
24634,Archives of Oral Biology,0.752,35,6
24958,Dental Traumatology,0.724,35,6
25025,European Journal of Oral Sciences,0.789,35,6
25571,Implant Dentistry,0.712,35,6
25612,International Journal of Computerized Dentistry,0.702,35,6
25634,International Journal of Paediatric Dentistry,0.699,35,6
25636,International Journal of Periodontics and Restorative Dentistry,0.749,35,6
25689,Journal of Esthetic and Restorative Dentistry,0.753,35,6
26155,Journal of Oral Pathology and Medicine,0.791,35,6
26170,Journal of Orthodontics,0.675,35,6
26177,Journal of Prosthodontics,0.732,35,6
26178,Journal of Public Health Dentistry,0.677,35,6
4000152106,Journal of Applied Oral Science,0.645,35,6
19900191833,European Journal of Dentistry,0.749,35,6
19900192030,International Journal of Dentistry,0.649,35,6
21100204102,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",0.72,35,6
12236,Journal of Orofacial Orthopedics,0.579,35,5
22791,Odontology / the Society of the Nippon Dental University,0.543,35,5
22817,Oral health & preventive dentistry,0.511,35,5
22891,Pediatric Dentistry,0.63,35,5
22964,Quintessence International,0.563,35,5
23547,Singapore Dental Journal,0.641,35,5
23805,American Journal of Dentistry,0.509,35,5
24338,Australian Endodontic Journal,0.517,35,5
24937,Dental Materials Journal,0.568,35,5
25514,Gerodontology,0.627,35,5
25609,International Dental Journal,0.637,35,5
26153,The Journal of oral implantology,0.569,35,5
5800179585,European Archives of Paediatric Dentistry,0.554,35,5
6400153146,Head and Face Medicine,0.62,35,5
19700200878,Iranian Endodontic Journal,0.515,35,5
19900192552,Journal of Conservative Dentistry,0.507,35,5
20000195083,"Clinical, Cosmetic and Investigational Dentistry",0.54,35,5
21100199820,Journal of Periodontal and Implant Science,0.577,35,5
21100211108,Journal of Lasers in Medical Sciences,0.539,35,5
21100211109,Imaging Science in Dentistry,0.572,35,5
21100255399,Journal of Advanced Prosthodontics,0.562,35,5
