Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
16;5200152632;"Environmental Research Letters";journal;"17489326";2,436;Q1;97;422;1130;21133;5711;1090;4,69;50,08;United Kingdom;"Institute of Physics Publishing";"2006-ongoing";"Environmental Science (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
17;28623;"Combustion and Flame";journal;"00102180";2,427;Q1;154;382;1021;17414;5968;1014;5,46;45,59;Netherlands;"Elsevier BV";"1957-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
18;19700177027;"IEEE Transactions on Sustainable Energy";journal;"19493029";2,318;Q1;85;168;498;5335;3853;488;7,48;31,76;United States;"Institute of Electrical and Electronics Engineers";"2010-ongoing";"Renewable Energy, Sustainability and the Environment (Q1)"
19;18063;"Journal of Power Sources";journal;"03787753";2,202;Q1;262;1327;5808;60844;42155;5760;7,28;45,85;Netherlands;"Elsevier BV";"1976-ongoing";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Physical and Theoretical Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
20;4900152303;"Global Environmental Politics";journal;"15263800";2,200;-;47;29;86;1543;358;85;3,98;53,21;United States;"MIT Press";"2006-ongoing";"Management, Monitoring, Policy and Law (Q1)"
21;27524;"International Journal of Coal Geology";journal;"01665162";2,186;Q1;114;163;520;10706;2809;510;4,72;65,68;Netherlands;"Elsevier BV";"1980-ongoing";"Economic Geology (Q1); Fuel Technology (Q1); Geology (Q1); Stratigraphy (Q1)"
22;19700201681;"Environmental Innovation and Societal Transitions";journal;"22104224";2,140;Q1;34;37;116;2688;597;114;5,35;72,65;Netherlands;"Elsevier BV";"2011-ongoing";"Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1); Social Sciences (miscellaneous) (Q1)"
23;5200153123;"Journal of Physical Chemistry C";journal;"19327447, 19327455";2,135;Q1;238;3171;10030;162071;47134;9912;4,59;51,11;United States;"American Chemical Society";"2007-ongoing";"Electronic, Optical and Magnetic Materials (Q1); Energy (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
24;21100325067;"Energy Research and Social Science";journal;"22146296";2,063;Q1;39;215;390;13565;2015;388;4,28;63,09;United Kingdom;"Elsevier Limited";"2014-ongoing";"Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Nuclear Energy and Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Social Sciences (miscellaneous) (Q1)"
25;21100432519;"International Journal of Coal Science and Technology";journal;"21987823, 20958293";2,063;Q1;17;31;131;1165;389;128;2,53;37,58;Switzerland;"Springer International Publishing AG";"2014-ongoing";"Energy Engineering and Power Technology (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
26;15423;"Bioresource Technology";journal;"09608524";2,029;Q1;251;1617;4651;65079;30143;4621;6,36;40,25;Netherlands;"Elsevier BV";"1990-ongoing";"Bioengineering (Q1); Environmental Engineering (Q1); Medicine (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)"
27;19457;"Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development";journal;"10000747";2,029;Q1;42;112;330;3223;994;330;2,72;28,78;China;"Science Press";"1998, 2001-ongoing";"Energy Engineering and Power Technology (Q1); Geology (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
28;29403;"Energy Policy";journal;"03014215";1,994;Q1;178;713;1631;38575;8413;1573;4,47;54,10;United Kingdom;"Elsevier Ltd.";"1973-ongoing";"Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1)"
29;29348;"Energy";journal;"03605442";1,990;Q1;158;1952;4290;86155;24843;4228;5,47;44,14;United Kingdom;"Elsevier Ltd.";"1976-ongoing";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Electrical and Electronic Engineering (Q1); Energy (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Pollution (Q1)"
30;29374;"Energy Economics";journal;"01409883, 18736181";1,916;Q1;120;366;812;17342;3572;806;4,13;47,38;Netherlands;"Elsevier BV";"1979-ongoing";"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)"
31;11700154702;"Biotechnology for Biofuels";journal;"17546834";1,899;Q1;75;306;680;18155;4163;670;5,74;59,33;United Kingdom;"BioMed Central";"2008-ongoing";"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
32;16313;"Fuel";journal;"00162361";1,891;Q1;181;1343;3760;56172;20978;3698;5,51;41,83;Netherlands;"Elsevier BV";"1922, 1970-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
33;27569;"Renewable Energy";journal;"09601481";1,847;Q1;157;984;2671;39014;14814;2642;5,60;39,65;United Kingdom;"Elsevier Ltd.";"1991-ongoing";"Renewable Energy, Sustainability and the Environment (Q1)"
34;30787;"AAPG Bulletin";journal;"01491423";1,825;Q1;115;95;250;4679;992;244;3,80;49,25;United States;"American Association of Petroleum Geologists";"1968-ongoing";"Earth and Planetary Sciences (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Geochemistry and Petrology (Q1); Geology (Q1)"
35;21100216308;"GCB Bioenergy";journal;"17571693, 17571707";1,816;Q1;50;125;274;8827;1481;267;5,82;70,62;Germany;"Wiley-VCH Verlag";"2009-ongoing";"Agronomy and Crop Science (Q1); Forestry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)"
36;17370;"IEEE Transactions on Power Delivery";journal;"08858977";1,814;Q1;163;275;917;7069;4379;902;4,43;25,71;United States;"Institute of Electrical and Electronics Engineers";"1985-ongoing";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
37;9500153997;"Polymer Reviews";journal;"15583724, 15583716";1,787;Q1;79;26;60;3332;450;58;7,24;128,15;United States;"Marcel Dekker Inc.";"2006-ongoing";"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
38;27540;"Progress in Photovoltaics: Research and Applications";journal;"10627995";1,772;Q1;115;101;479;3900;2961;477;6,61;38,61;United States;"John Wiley & Sons Inc.";"1993-ongoing";"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
39;21100248891;"ACS Sustainable Chemistry & Engineering";journal;"21680485";1,657;Q1;65;1300;1590;64241;10800;1566;6,45;49,42;United States;"American Chemical Society";"2013-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
40;21100338359;"IEEE Journal of Emerging and Selected Topics in Power Electronics";journal;"21686785, 21686777";1,657;Q1;45;154;335;5569;2442;324;7,38;36,16;United States;"Institute of Electrical and Electronics Engineers Inc.";"2014-ongoing";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
41;21100810501;"Materials Today Energy";journal;"24686069";1,621;Q1;13;88;5;5339;22;4;5,50;60,67;United Kingdom;"Elsevier Limited";"2016-ongoing";"Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Materials Science (miscellaneous) (Q1); Nuclear Energy and Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
42;13333;"Solar Energy";journal;"0038092X";1,615;Q1;151;852;1795;34225;9133;1774;4,83;40,17;United Kingdom;"Elsevier Ltd.";"1957-ongoing";"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
43;21100442376;"Sustainable Materials and Technologies";journal;"22149929, 22149937";1,548;Q1;12;23;28;1128;216;26;7,35;49,04;Netherlands;"Elsevier BV";"2014-ongoing";"Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)"
44;13688;"Applied Thermal Engineering";journal;"13594311";1,505;Q1;129;2209;3885;72892;16224;3859;4,19;33,00;United Kingdom;"Elsevier Ltd.";"1996-ongoing";"Energy Engineering and Power Technology (Q1); Industrial and Manufacturing Engineering (Q1)"
45;19167;"Journal of Cleaner Production";journal;"09596526";1,467;Q1;150;2655;4084;144301;25589;4055;5,89;54,35;Netherlands;"Elsevier BV";"1993-ongoing";"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)"
46;21100265015;"Journal of Unconventional Oil and Gas Resources";journal;"22133976";1,465;Q1;18;0;98;0;502;97;4,14;0,00;United Kingdom;"Elsevier BV";"2013-ongoing";"Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
47;13332;"Solar Energy Materials and Solar Cells";journal;"09270248";1,459;Q1;168;546;1662;22804;8530;1636;5,43;41,77;Netherlands;"Elsevier BV";"1992-ongoing";"Electronic, Optical and Magnetic Materials (Q1); Renewable Energy, Sustainability and the Environment (Q1); Surfaces, Coatings and Films (Q1)"
48;6200180161;"International Journal of Greenhouse Gas Control";journal;"17505836";1,458;Q1;97;253;988;13311;4492;965;4,40;52,61;Netherlands;"Elsevier BV";"2007-ongoing";"Energy (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Pollution (Q1)"
49;19700174711;"SAE International Journal of Engines";journal;"19463936";1,455;Q1;49;197;572;4556;1424;569;2,62;23,13;United States;"Society of Automotive Engineers";"2009-ongoing";"Automotive Engineering (Q1); Fuel Technology (Q1)"
50;16315;"Fuel Processing Technology";journal;"03783820";1,453;Q1;125;423;1272;17850;5836;1260;4,39;42,20;Netherlands;"Elsevier BV";"1977-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
51;29363;"Annals of Nuclear Energy";journal;"03064549";1,410;Q1;54;560;1577;13290;3046;1558;1,92;23,73;United Kingdom;"Elsevier Ltd.";"1975-ongoing";"Nuclear Energy and Engineering (Q1)"
52;28824;"IEEE Transactions on Energy Conversion";journal;"08858969";1,377;Q1;155;160;462;4392;2653;447;5,08;27,45;United States;"Institute of Electrical and Electronics Engineers";"1986-ongoing";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
53;21100317418;"International Journal of Precision Engineering and Manufacturing - Green Technology";journal;"21980810, 22886206";1,335;Q1;20;51;142;2066;621;137;4,37;40,51;United States;"Springer Science + Business Media";"2014-ongoing";"Industrial and Manufacturing Engineering (Q1); Management of Technology and Innovation (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
54;21100201945;"International Journal of Mining Science and Technology";journal;"20952686";1,323;Q1;34;150;441;3653;1213;437;2,85;24,35;Netherlands;"Elsevier";"2012-ongoing";"Energy Engineering and Power Technology (Q1); Geochemistry and Petrology (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
55;19462;"Shiyou Xuebao/Acta Petrolei Sinica";journal;"02532697";1,292;Q1;48;145;534;5162;1351;534;2,73;35,60;China;"Science Press";"1985-1988, 1990-1992, 2001-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
56;21100825187;"ChemNanoMat";journal;"2199692X";1,283;Q1;20;91;204;5103;644;202;3,19;56,08;Germany;"Wiley-VCH Verlag";"2015-ongoing";"Biomaterials (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
57;17985;"International Journal of Electrical Power and Energy Systems";journal;"01420615";1,276;Q1;100;234;1608;7939;7723;1596;4,79;33,93;Netherlands;"Elsevier BV";"1979-ongoing";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
58;29220;"Experimental Thermal and Fluid Science";journal;"08941777";1,271;Q1;91;347;799;12139;2972;790;3,59;34,98;Netherlands;"Elsevier BV";"1988-ongoing";"Aerospace Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)"
59;25169;"Journal of the Electrochemical Society";journal;"00134651";1,267;Q1;245;1623;3524;66861;12671;3452;3,84;41,20;United States;"Electrochemical Society, Inc.";"1969-1970, 1972-ongoing";"Condensed Matter Physics (Q1); Electrochemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Surfaces, Coatings and Films (Q1)"
60;110486;"Journal of Wind Engineering and Industrial Aerodynamics";journal;"01676105";1,264;Q1;91;188;489;6857;1702;473;3,33;36,47;Netherlands;"Elsevier BV";"1975, 1977-ongoing";"Civil and Structural Engineering (Q1); Mechanical Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
61;22645;"Geothermics";journal;"03756505";1,263;Q1;58;112;352;4803;1156;339;3,23;42,88;United Kingdom;"Elsevier Ltd.";"1970, 1972-1975, 1977-ongoing";"Geology (Q1); Geotechnical Engineering and Engineering Geology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
62;13182;"Progress in Nuclear Energy";journal;"01491970";1,239;Q1;52;204;727;5745;1360;709;1,65;28,16;Netherlands;"Elsevier BV";"1977-1988, 1990-1992, 1994-ongoing";"Energy Engineering and Power Technology (Q1); Nuclear Energy and Engineering (Q1); Safety, Risk, Reliability and Quality (Q1); Waste Management and Disposal (Q1)"
63;28810;"Biomass and Bioenergy";journal;"09619534";1,235;Q1;156;246;1102;11100;4576;1094;3,73;45,12;United Kingdom;"Elsevier Ltd.";"1991-ongoing";"Agronomy and Crop Science (Q1); Forestry (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)"
64;21100239262;"Sustainable Energy Technologies and Assessments";journal;"22131388";1,234;Q1;25;72;196;3338;755;195;3,46;46,36;United Kingdom;"Elsevier Limited";"2013-ongoing";"Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
65;29391;"Energy Journal";journal;"01956574";1,209;Q1;68;70;179;3102;361;174;2,06;44,31;United States;"International Association for Energy Economics";"1994-ongoing";"Economics and Econometrics (Q1); Energy (miscellaneous) (Q1)"
66;20500195210;"Current Opinion in Chemical Engineering";journal;"22113398";1,189;Q1;35;63;210;3609;790;190;4,23;57,29;Netherlands;"Elsevier BV";"2011-ongoing";"Energy (miscellaneous) (Q1)"
67;58130;"Journal of the Energy Institute";journal;"17439671";1,179;Q1;31;93;176;3367;667;175;4,04;36,20;United Kingdom;"Elsevier Limited";"2004-ongoing";"Condensed Matter Physics (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
68;13711;"Combustion Theory and Modelling";journal;"13647830";1,175;Q1;55;57;119;2308;293;112;2,10;40,49;United Kingdom;"Taylor & Francis";"1997-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Modeling and Simulation (Q1); Physics and Astronomy (miscellaneous) (Q1)"
69;21100826238;"Biofuel Research Journal";journal;"22928782";1,163;Q1;19;22;76;1609;331;64;5,63;73,14;Canada;"Green Wave Publishing of Canada";"2014-ongoing";"Biotechnology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
70;21100389511;"Energy Reports";journal;"23524847";1,161;Q1;15;15;70;694;299;69;4,33;46,27;United Kingdom;"Elsevier Limited";"2015-ongoing";"Energy (miscellaneous) (Q1)"
71;29364;"Energy & Fuels";journal;"08870624, 15205029";1,159;Q1;159;1471;2921;65838;10639;2896;3,38;44,76;United States;"American Chemical Society";"1987-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
72;12700154702;"Biofuels, Bioproducts and Biorefining";journal;"1932104X";1,156;Q2;75;74;287;4513;802;191;3,23;60,99;United Kingdom;"John Wiley & Sons Ltd.";"2007-ongoing";"Bioengineering (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
73;14700154701;"Bioenergy Research";journal;"19391234";1,151;Q1;49;96;426;4987;1387;416;3,23;51,95;United States;"Springe New York LLC";"2009-ongoing";"Agronomy and Crop Science (Q1); Energy (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
74;26991;"International Journal of Hydrogen Energy";journal;"03603199";1,116;Q1;187;3032;6692;129156;28548;6568;4,32;42,60;United Kingdom;"Elsevier Ltd.";"1976-ongoing";"Condensed Matter Physics (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
75;21100786317;"Frontiers in Energy Research";journal;"2296598X";1,109;Q1;20;32;157;1673;470;152;2,64;52,28;Switzerland;"Frontiers Media S.A.";"2015-ongoing";"Economics and Econometrics (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
76;29021;"Journal of Nuclear Materials";journal;"00223115";1,104;Q1;123;570;2248;21203;5827;2200;2,58;37,20;Netherlands;"Elsevier BV";"1959-ongoing";"Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Nuclear Energy and Engineering (Q1)"
77;19400158619;"Journal of Natural Gas Science and Engineering";journal;"18755100";1,078;Q1;43;386;1682;17372;5476;1646;3,32;45,01;Netherlands;"Elsevier BV";"2009-ongoing";"Energy Engineering and Power Technology (Q1)"
78;21100420330;"Journal of Modern Power Systems and Clean Energy";journal;"21965420, 21965625";1,076;Q1;23;91;179;2826;705;177;3,76;31,05;Germany;"Springer Verlag";"2013-ongoing";"Energy Engineering and Power Technology (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
79;17600155126;"Energy for Sustainable Development";journal;"09730826";1,065;Q2;52;68;242;2800;775;237;2,95;41,18;Netherlands;"Elsevier BV";"1994-1997, 2000-ongoing";"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
80;17882;"Nuclear Engineering and Design";journal;"00295493";1,061;Q1;87;461;1540;12448;2595;1517;1,60;27,00;Netherlands;"Elsevier BV";"1965-ongoing";"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1); Safety, Risk, Reliability and Quality (Q1); Waste Management and Disposal (Q1); Nuclear and High Energy Physics (Q2)"
81;19400158456;"International Journal of Sustainable Transportation";journal;"15568334, 15568318";1,058;Q2;30;68;164;3532;352;162;2,09;51,94;United States;"Taylor and Francis";"2007-ongoing";"Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Environmental Engineering (Q1); Geography, Planning and Development (Q1); Renewable Energy, Sustainability and the Environment (Q2); Transportation (Q2)"
82;19700174712;"SAE International Journal of Fuels and Lubricants";journal;"19463952";1,053;Q1;38;73;210;1829;408;210;1,75;25,05;United States;"Society of Automotive Engineers";"2009-ongoing";"Fuel Technology (Q1); Pollution (Q1)"
83;13848;"Wind Energy";journal;"10991824, 10954244";1,051;Q2;78;124;398;4214;1326;393;3,21;33,98;United States;"John Wiley & Sons Inc.";"1977-1978, 2003-ongoing";"Renewable Energy, Sustainability and the Environment (Q2)"
84;16044;"Electric Power Systems Research";journal;"03787796";1,048;Q1;104;419;1040;13991;3595;1020;3,54;33,39;Netherlands;"Elsevier BV";"1977-ongoing";"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
85;19700194105;"Sustainable Cities and Society";journal;"22106707";1,047;Q2;34;281;386;15137;1449;385;3,69;53,87;Netherlands;"Elsevier BV";"2011-ongoing";"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Renewable Energy, Sustainability and the Environment (Q2); Transportation (Q2)"
86;21100232822;"Environmental and Climate Technologies";journal;"16915208";1,045;Q2;10;15;38;356;122;35;4,59;23,73;Germany;"Walter de Gruyter GmbH";"2012-ongoing";"Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
87;20985;"Journal of Offshore Mechanics and Arctic Engineering";journal;"08927219";1,038;Q1;37;80;188;2165;319;186;1,38;27,06;United States;"American Society of Mechanical Engineers";"1987-ongoing";"Energy (miscellaneous) (Q1); Mechanical Engineering (Q1); Ocean Engineering (Q1)"
88;15300154827;"SPE Journal";journal;"1086055X";1,032;Q1;85;149;381;5945;1486;380;3,83;39,90;United States;"Society of Petroleum Engineers, Inc.";"1969-1973, 1996-ongoing";"Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
89;27965;"Geophysics";journal;"00168033";1,018;Q1;150;344;891;13555;2638;871;2,67;39,40;United States;"Society of Exploration Geophysicists";"1968-1970, 1974-ongoing";"Energy (miscellaneous) (Q1); Geochemistry and Petrology (Q2); Geophysics (Q2)"
90;21100199818;"Energy Strategy Reviews";journal;"2211467X";1,009;Q1;22;44;108;2233;264;99;2,39;50,75;Netherlands;"Elsevier";"2012-ongoing";"Energy (miscellaneous) (Q1)"
91;25874;"Sustainable Development";journal;"10991719, 09680802";0,992;Q2;51;50;102;2734;317;101;2,50;54,68;United States;"John Wiley & Sons Inc.";"1993-ongoing";"Development (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
92;5600152809;"IET Renewable Power Generation";journal;"17521416, 17521424";0,979;Q2;62;263;400;7659;1747;387;4,21;29,12;United Kingdom;"Institution of Engineering and Technology";"2007-ongoing";"Renewable Energy, Sustainability and the Environment (Q2)"
93;21100227406;"Sustainability Accounting, Management and Policy Journal";journal;"20408021";0,965;Q2;18;25;66;2319;178;65;2,89;92,76;United Kingdom;"Emerald Group Publishing Ltd";"2010-ongoing";"Business, Management and Accounting (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)"
