Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
34;26884;"Current Opinion in Colloid and Interface Science";journal;"13590294";2,070;Q1;131;72;197;5730;1323;178;5,93;79,58;United Kingdom;"Elsevier Ltd.";"1998-ongoing";"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
35;15423;"Bioresource Technology";journal;"09608524";2,029;Q1;251;1617;4651;65079;30143;4621;6,36;40,25;Netherlands;"Elsevier BV";"1990-ongoing";"Bioengineering (Q1); Environmental Engineering (Q1); Medicine (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1); Waste Management and Disposal (Q1)"
36;17987;"International Journal of Robust and Nonlinear Control";journal;"10498923, 10991239";2,028;Q1;91;273;608;9417;2725;605;4,46;34,49;United States;"John Wiley & Sons Inc.";"1991-ongoing";"Aerospace Engineering (Q1); Biomedical Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1)"
37;22597;"Food Hydrocolloids";journal;"0268005X";1,991;Q1;132;455;1268;22148;7278;1259;5,52;48,68;Netherlands;"Elsevier BV";"1986, 1996-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Food Science (Q1)"
38;19700166902;"Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology";journal;"19390041";1,987;Q1;58;50;143;6830;991;142;7,68;136,60;United States;"John Wiley & Sons Inc.";"2009-ongoing";"Bioengineering (Q1); Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
39;26533;"Advances in Colloid and Interface Science";journal;"00018686";1,977;Q1;156;165;367;23263;3087;363;7,62;140,99;Netherlands;"Elsevier BV";"1967-1972, 1974-ongoing";"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1)"
40;16322;"Desalination";journal;"00119164";1,955;Q1;155;396;1167;18420;7734;1146;7,04;46,52;Netherlands;"Elsevier BV";"1966-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Water Science and Technology (Q1)"
41;25780;"Biomacromolecules";journal;"15264602, 15257797";1,950;Q1;193;442;1346;23978;8203;1332;6,01;54,25;United States;"American Chemical Society";"2000-ongoing";"Bioengineering (Q1); Biomaterials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1)"
42;21100824897;"ACS Sensors";journal;"23793694";1,895;Q1;29;252;217;10689;1217;203;6,00;42,42;United States;"American Chemical Society";"2016-ongoing";"Bioengineering (Q1); Fluid Flow and Transfer Processes (Q1); Instrumentation (Q1); Process Chemistry and Technology (Q1)"
43;16313;"Fuel";journal;"00162361";1,891;Q1;181;1343;3760;56172;20978;3698;5,51;41,83;Netherlands;"Elsevier BV";"1922, 1970-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
44;16398;"Chemical Engineering Journal";journal;"13858947";1,863;Q1;172;1926;4341;95398;31119;4322;7,19;49,53;Netherlands;"Elsevier BV";"1971, 1973-1989, 1992-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Industrial and Manufacturing Engineering (Q1)"
45;29476;"Corrosion Science";journal;"0010938X";1,846;Q1;168;309;1407;14631;7902;1392;5,29;47,35;United Kingdom;"Elsevier Ltd.";"1961-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
46;22806;"Chemical Record";journal;"15278999, 15280691";1,814;Q1;68;70;315;8112;1319;298;4,83;115,89;United States;"John Wiley & Sons Inc.";"2001-ongoing";"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Medicine (miscellaneous) (Q1)"
47;16876;"Bioconjugate Chemistry";journal;"15204812, 10431802";1,801;Q1;161;328;872;16008;3982;844;4,66;48,80;United States;"American Chemical Society";"1990-ongoing";"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1)"
48;21100240500;"Catalysis Science and Technology";journal;"20444761, 20444753";1,797;Q1;86;590;1822;33693;10199;1794;5,49;57,11;United Kingdom;"Royal Society of Chemistry";"2011-ongoing";"Catalysis (Q1)"
49;19700182678;"Polymer Chemistry";journal;"17599954, 17599962";1,778;Q1;97;773;2409;41801;12331;2373;5,00;54,08;United Kingdom;"Royal Society of Chemistry";"2010-ongoing";"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
50;26556;"Catalysis Reviews - Science and Engineering";journal;"01614940";1,769;Q1;93;8;31;870;217;31;6,85;108,75;United States;"Marcel Dekker Inc.";"1979-1980, 1988, 1990-ongoing";"Catalysis (Q1); Chemistry (miscellaneous) (Q1); Process Chemistry and Technology (Q1)"
51;4000149101;"Nanomedicine: Nanotechnology, Biology, and Medicine";journal;"15499634, 15499642";1,743;Q1;106;251;600;12225;3919;581;6,98;48,71;Netherlands;"Elsevier BV";"2005-ongoing";"Bioengineering (Q1); Biomedical Engineering (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
52;4000151907;"Journal of the Royal Society Interface";journal;"17425689, 17425662";1,723;Q1;114;270;945;14746;3863;920;3,63;54,61;United Kingdom;"The Royal Society";"2004-ongoing";"Biochemistry (Q1); Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1)"
53;19900191733;"ChemCatChem";journal;"18673880, 18673899";1,695;Q1;86;604;1474;32788;6724;1427;4,61;54,28;Germany;"Wiley - VCH Verlag GmbH & CO. KGaA";"2009-ongoing";"Catalysis (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
54;21100248891;"ACS Sustainable Chemistry & Engineering";journal;"21680485";1,657;Q1;65;1300;1590;64241;10800;1566;6,45;49,42;United States;"American Chemical Society";"2013-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
55;19700182917;"Biofabrication";journal;"17585082, 17585090";1,643;Q1;58;115;217;6198;1570;215;7,38;53,90;United Kingdom;"Institute of Physics Publishing";"2009-ongoing";"Biochemistry (Q1); Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1)"
56;11700154648;"Tissue Engineering - Part B: Reviews";journal;"19373368";1,593;Q1;78;45;135;5499;873;131;6,26;122,20;United States;"Mary Ann Liebert Inc.";"2008-ongoing";"Biochemistry (Q1); Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1)"
57;21100835954;"Frontiers in Bioengineering and Biotechnology";journal;"22964185";1,565;Q1;28;72;365;4204;1374;334;3,97;58,39;Switzerland;"Frontiers Media S.A.";"2013-ongoing";"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Histology (Q1)"
58;20422;"International Communications in Heat and Mass Transfer";journal;"07351933";1,553;Q1;86;226;648;7219;3002;643;4,82;31,94;United Kingdom;"Elsevier Ltd.";"1983-ongoing";"Atomic and Molecular Physics, and Optics (Q1); Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1)"
59;27476;"Critical Reviews in Solid State and Materials Sciences";journal;"10408436";1,510;Q1;49;16;49;3043;288;49;5,47;190,19;United Kingdom;"Taylor & Francis";"1977-1984, 1986-ongoing";"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Physical and Theoretical Chemistry (Q1)"
60;20448;"International Journal of Heat and Mass Transfer";journal;"00179310";1,498;Q1;177;1544;3323;58733;14446;3299;4,24;38,04;United Kingdom;"Elsevier Ltd.";"1960-ongoing";"Condensed Matter Physics (Q1); Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1)"
61;21100399828;"ChemElectroChem";journal;"21960216";1,474;Q2;41;451;842;21537;3499;807;4,35;47,75;United Kingdom;"John Wiley and Sons Ltd";"2014-ongoing";"Electrochemistry (Q1); Catalysis (Q2)"
62;16315;"Fuel Processing Technology";journal;"03783820";1,453;Q1;125;423;1272;17850;5836;1260;4,39;42,20;Netherlands;"Elsevier BV";"1977-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
63;21100376821;"Extreme Mechanics Letters";journal;"23524316";1,452;Q1;24;106;210;4363;736;205;3,55;41,16;United Kingdom;"Elsevier Limited";"2014-ongoing";"Bioengineering (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
64;18593;"Microbial Cell Factories";journal;"14752859";1,443;Q1;80;233;614;11178;2718;602;4,15;47,97;United Kingdom;"BioMed Central";"2002-ongoing";"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1)"
65;25181;"Electrochimica Acta";journal;"00134686";1,439;Q1;211;2170;7050;102446;36457;6970;5,30;47,21;United Kingdom;"Elsevier Ltd.";"1959-ongoing";"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1)"
66;13517;"Ultrasonics Sonochemistry";journal;"13504177";1,412;Q1;109;515;894;23050;5492;885;6,41;44,76;Netherlands;"Elsevier BV";"1994-ongoing";"Acoustics and Ultrasonics (Q1); Chemical Engineering (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
67;16088;"Journal of Nanobiotechnology";journal;"14773155";1,380;Q1;57;92;234;5120;1364;229;5,54;55,65;United Kingdom;"BioMed Central";"2003-ongoing";"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1); Pharmaceutical Science (Q1); Molecular Medicine (Q2); Nanoscience and Nanotechnology (Q2)"
68;15477;"Biotechnology and Bioengineering";journal;"00063592, 10970290";1,372;Q1;171;316;816;13582;3422;785;4,10;42,98;Germany;"Wiley - V C H Verlag GmbbH & Co.";"1962-ongoing";"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1)"
69;130080;"Journal of Chemical Information and Modeling";journal;"1549960X, 15499596";1,349;Q1;142;284;793;16335;3240;775;4,03;57,52;United States;"American Chemical Society";"2005-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1)"
70;16377;"Catalysis Today";journal;"09205861";1,347;Q2;190;587;1627;26034;7563;1545;4,79;44,35;Netherlands;"Elsevier BV";"1986-ongoing";"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
71;17458;"European Cells and Materials";journal;"14732262";1,345;Q1;73;43;151;2928;700;151;4,00;68,09;Switzerland;"AO Foundation";"2001-ongoing";"Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1); Biochemistry (Q2); Cell Biology (Q2)"
72;24513;"Separation and Purification Reviews";journal;"15422119";1,333;Q1;42;18;43;2638;280;43;5,10;146,56;United States;"Marcel Dekker Inc.";"1972-1995, 2003-ongoing";"Analytical Chemistry (Q1); Filtration and Separation (Q1)"
73;6100152802;"Nanomedicine";journal;"17486963, 17435889";1,302;Q1;93;219;742;11730;3258;680;4,69;53,56;United Kingdom;"Future Medicine Ltd.";"2006-ongoing";"Bioengineering (Q1); Biomedical Engineering (Q1); Development (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2)"
74;21094;"Mechanism and Machine Theory";journal;"0094114X";1,301;Q1;96;215;595;7056;2119;579;3,51;32,82;United Kingdom;"Elsevier Ltd.";"1972-ongoing";"Bioengineering (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
75;19462;"Shiyou Xuebao/Acta Petrolei Sinica";journal;"02532697";1,292;Q1;48;145;534;5162;1351;534;2,73;35,60;China;"Science Press";"1985-1988, 1990-1992, 2001-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
76;14200154736;"Food and Bioprocess Technology";journal;"19355149, 19355130";1,290;Q1;69;194;750;9385;2644;737;3,29;48,38;United States;"Springer New York LLC";"2008-ongoing";"Food Science (Q1); Industrial and Manufacturing Engineering (Q1); Process Chemistry and Technology (Q1); Safety, Risk, Reliability and Quality (Q1)"
77;20327;"Experiments in Fluids";journal;"14321114, 07234864";1,281;Q1;103;177;646;6591;1830;623;2,94;37,24;Germany;"Springer Verlag";"1983-ongoing";"Computational Mechanics (Q1); Fluid Flow and Transfer Processes (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1)"
78;19700175206;"Microbial Biotechnology";journal;"17517915, 17517907";1,275;Q1;55;216;260;9705;1085;246;4,07;44,93;United Kingdom;"Blackwell Publishing Inc.";"2008-ongoing";"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1); Biochemistry (Q2)"
79;29220;"Experimental Thermal and Fluid Science";journal;"08941777";1,271;Q1;91;347;799;12139;2972;790;3,59;34,98;Netherlands;"Elsevier BV";"1988-ongoing";"Aerospace Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1)"
80;25879;"International Journal of Molecular Sciences";journal;"14220067";1,260;Q2;114;2781;5277;207462;21116;5207;3,93;74,60;Switzerland;"Multidisciplinary Digital Publishing Institute (MDPI)";"2000-ongoing";"Computer Science Applications (Q1); Inorganic Chemistry (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Spectroscopy (Q1); Catalysis (Q2); Molecular Biology (Q2)"
81;19700174684;"Journal of diabetes science and technology";journal;"19322968";1,256;Q1;61;194;557;4178;1439;473;2,92;21,54;United States;"Diabetes Technology Society";"2007-ongoing";"Bioengineering (Q1); Biomedical Engineering (Q1); Internal Medicine (Q1); Endocrinology, Diabetes and Metabolism (Q2)"
82;16342;"Applied Catalysis A: General";journal;"0926860X, 18733875";1,237;Q1;192;384;1576;19882;7212;1553;4,69;51,78;Netherlands;"Elsevier BV";"1991-ongoing";"Process Chemistry and Technology (Q1); Catalysis (Q2)"
83;7700153108;"International journal of nanomedicine";journal;"11782013, 11769114";1,225;Q1;100;636;1592;31660;7900;1554;4,60;49,78;New Zealand;"Dove Medical Press Ltd";"2006-ongoing";"Bioengineering (Q1); Biomaterials (Q1); Biophysics (Q1); Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1); Nanoscience and Nanotechnology (Q2)"
84;26950;"Journal of Colloid and Interface Science";journal;"00219797";1,221;Q1;209;1181;2447;57042;12195;2430;5,30;48,30;United States;"Elsevier Inc.";"1965-ongoing";"Biomaterials (Q1); Colloid and Surface Chemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Surfaces, Coatings and Films (Q1)"
85;20450;"International Journal of Multiphase Flow";journal;"03019322";1,218;Q1;108;185;520;7867;1705;513;3,03;42,52;United Kingdom;"Elsevier Ltd.";"1973-ongoing";"Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Physics and Astronomy (miscellaneous) (Q1)"
86;21458;"Pure and Applied Chemistry";journal;"00334545";1,212;Q1;136;148;334;6849;1183;305;5,38;46,28;United States;"Walter de Gruyter GmbH";"1961, 1965-1989, 1993, 1996-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
87;21100255407;"Journal of CO2 Utilization";journal;"22129820";1,199;Q1;33;256;199;13243;1165;194;5,79;51,73;United Kingdom;"Elsevier BV";"2013-ongoing";"Chemical Engineering (miscellaneous) (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1)"
88;13711;"Combustion Theory and Modelling";journal;"13647830";1,175;Q1;55;57;119;2308;293;112;2,10;40,49;United Kingdom;"Taylor & Francis";"1997-ongoing";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Modeling and Simulation (Q1); Physics and Astronomy (miscellaneous) (Q1)"
89;17905;"Yeast";journal;"10970061, 0749503X";1,172;Q1;95;38;157;2344;385;150;2,50;61,68;United States;"John Wiley & Sons Inc.";"1985-ongoing";"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1); Biochemistry (Q2); Genetics (Q2)"
90;29364;"Energy & Fuels";journal;"08870624, 15205029";1,159;Q1;159;1471;2921;65838;10639;2896;3,38;44,76;United States;"American Chemical Society";"1987-ongoing";"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
