aff_id1,aff_id2,occurrence
60019499,60027363,3920
60002746,60029929,3350
60013314,60069716,2477
60007174,60025038,2360
60002746,60016782,2358
60008134,60104653,2341
60020351,60031913,2252
60000905,60001422,1950
60002746,60030521,1793
60000905,60008134,1746
60012311,60019295,1722
60010348,60105037,1715
60019793,60033316,1689
60011447,60104653,1665
60009860,60108904,1658
60029622,60030280,1647
60016849,60030319,1620
60001422,60008134,1590
60006988,60031941,1487
60003044,60011125,1406
60002746,60014334,1401
60008134,60102124,1398
60001255,60027363,1364
60026553,60027468,1347
60012256,60073387,1346
60000905,60028950,1303
60000656,60021119,1279
60023146,60023588,1277
60016782,60032499,1214
60009102,60026553,1212
60002173,60028897,1063
60003625,60015481,1046
60013141,60023052,1045
60007997,60009343,1035
60007249,60105804,1034
60000905,60123796,1033
60017060,60082821,1022
60005247,60027550,1009
60025063,60031069,991
60002049,60023579,989
60000905,60104653,978
60066010,60108904,968
60015742,60027363,957
60026489,60026553,943
60005037,60011766,935
60001422,60015622,933
60006297,60030118,931
60014468,60016849,917
60001001,60029929,908
60010348,60026108,903
60015765,60016849,898
60002441,60008978,898
60008134,60102125,889
60027767,60073390,888
60017705,60087826,865
60026601,60027363,861
60016849,60029150,849
60001563,60004518,847
60025370,60073385,843
60000905,60005711,839
60019722,60024007,837
60025960,60104012,825
60019793,60025063,822
60016849,60085801,794
60006894,60016849,789
60013682,60021119,777
60026553,60033129,769
60015574,60024266,766
60001772,60008134,766
60008768,60016849,762
60015682,60025272,748
60012954,60016622,741
60068693,60104012,737
60030612,60079887,714
60002746,60030058,706
60005037,60022119,699
60015591,60019160,691
60017994,60105857,686
60001001,60002746,684
60019578,60026553,666
60016908,60017059,662
60003280,60017059,661
60014334,60016782,658
60009622,60082964,656
60028868,60113665,647
60000905,60015622,633
60000905,60103368,631
60009860,60066010,631
60016782,60022195,625
60009102,60026489,623
60008134,60027245,617
60024252,60103673,615
60000221,60027716,614
60005851,60104653,609
60026877,60028950,603
60018150,60025709,601
60016849,60017829,598
60010689,60027363,592
60017293,60113231,590
60009507,60009657,589
60002746,60032499,589
60005518,60011520,588
60016849,60021600,579
60005037,60008870,574
60001576,60010814,573
60025761,60087294,571
60023578,60102126,568
60002494,60022165,565
60000656,60013682,564
60019118,60089931,561
60017483,60027363,560
60007249,60013435,558
60017622,60027363,556
60009037,60031581,554
60025778,60033182,551
60031913,60073391,547
60014205,60019499,544
60002952,60016987,542
60012708,60025590,541
60007067,60030318,539
60021182,60026383,539
60021564,60102125,539
60020469,60025111,538
60011339,60015023,537
60022773,60028333,536
60006988,60072429,536
60032942,60108879,533
60006876,60025765,531
60004346,60105804,523
60008134,60103368,521
60011549,60027363,521
60005455,60017994,517
60002441,60011641,513
60003711,60030118,513
60005884,60019578,512
60017412,60030440,511
60012708,60032838,511
60028084,60032838,510
60006564,60030840,510
60023882,60029616,510
60000656,60098516,509
60004348,60105804,509
60025029,60031004,500
60032942,60105961,497
60016849,60017018,496
60021255,60105391,496
60073452,60112647,491
60005248,60006183,484
60032942,60085099,483
60010365,60015670,481
60002746,60003828,481
60032619,60079127,476
60003711,60006297,475
60019118,60019499,472
60012614,60019619,472
60016648,60025272,469
60023506,60032942,468
60027675,60031699,467
60007363,60013227,466
60000905,60021567,466
60008724,60113147,464
60008134,60028950,463
60010814,60030315,462
60005429,60073385,462
60027363,60031150,462
60011001,60015682,462
60006337,60020304,458
60025153,60107402,458
60000905,60027245,458
60001117,60006183,457
60004828,60027363,456
60027363,60027470,455
60012937,60013703,454
60028435,60031004,452
60005245,60026553,452
60017161,60026680,452
60017724,60104665,447
60012259,60114686,443
60018910,60027363,441
60028218,60114720,441
60010884,60026135,440
60029306,60080982,439
60005610,60009507,439
60002058,60003500,435
60000905,60102125,434
60014739,60026695,434
60012357,60023578,431
60029507,60074072,430
60085099,60105961,428
60027314,60102538,428
60025709,60026571,426
60001422,60123796,425
60010571,60089816,420
60016728,60095571,419
60018163,60025205,419
60005036,60106629,418
60011520,60028884,418
60000481,60110942,415
60014205,60027363,413
60003915,60030769,411
60027363,60027416,409
60017054,60089816,407
60007774,60016653,407
60019499,60117407,406
60005273,60025960,406
60021523,60029701,405
60023691,60105915,405
60002573,60016529,404
60016782,60029929,401
60016329,60020857,399
60021016,60027363,398
60000905,60001772,398
60000928,60002339,395
60002049,60073372,393
60011357,60012256,393
60001997,60008734,392
60009982,60022195,389
60009507,60013278,388
60027363,60102074,386
60006027,60010023,386
60010365,60028379,386
60026680,60106366,381
60001422,60026040,378
60010348,60068728,378
60013148,60016691,377
60006974,60025709,375
60014077,60029170,375
60014773,60027363,374
60009512,60031564,373
60027363,60029608,373
60001604,60025761,372
60005247,60105856,371
60003525,60013314,370
60024285,60095034,370
60002773,60028333,369
60002049,60026991,367
60019118,60027631,366
60007493,60030465,366
60025258,60031004,365
60001117,60005248,364
60001576,60030315,358
60002746,60009982,357
60010987,60020486,357
60005857,60025160,357
60005517,60099539,356
60001422,60015201,356
60028048,60032006,355
60003344,60019578,355
60000076,60003500,354
60019793,60026810,353
60027363,60028965,353
60028950,60030857,353
60001602,60033320,353
60022598,60027363,352
60027856,60104285,351
