aff_id,occurrence
60002746,2790
60015682,2585
60014232,2560
60025272,2297
60016849,2286
60015481,1759
60025038,1729
60023691,1552
60016782,1504
60008134,1379
60029929,1357
60027550,1348
60030612,1341
60000905,1304
60025778,1215
60011001,1105
60031101,1084
60005248,1083
60024322,1083
60032179,1080
60026851,1079
60005247,1040
60014439,1036
60021199,999
60012708,998
60002494,993
60022148,990
60022195,988
60005037,987
60006297,987
60010365,972
60029445,930
60030162,918
60012311,890
60030318,888
60007174,879
60002441,879
60006577,863
60015543,834
60010065,824
60000745,813
60007776,789
60003500,787
60008435,786
60032838,781
60010884,750
60020304,741
60025111,740
60030835,723
60017994,722
60022756,714
60001117,711
60032499,693
60000221,684
60011520,677
60030319,675
60030521,673
60014652,666
60005455,665
60032350,658
60002952,656
60013959,653
60029278,651
60031581,650
60025858,640
60009507,638
60025063,635
60001439,634
60025709,629
60009982,627
60020547,623
60019295,622
60028717,622
60007363,611
60113147,607
60002388,605
60003771,601
60015150,599
60007278,593
60011047,578
60029311,572
60000762,564
60013409,562
60007997,561
60030058,561
60005558,560
60014334,556
60026553,542
60019778,540
60013682,539
60026415,538
60033182,537
60014256,536
60003269,536
60000305,533
60029170,532
60009866,532
60007103,532
60009408,529
60006337,522
60000264,522
60032619,520
60024266,520
60028421,517
60015574,516
60011605,512
60003625,507
60019499,505
60025988,496
60013372,494
60031004,493
60027086,489
60003711,488
60005681,485
60031126,482
60021918,479
60021116,477
60002194,477
60002306,472
60000928,472
60004156,470
60031806,470
60014739,469
60009343,465
60016908,464
60009254,455
60015941,453
60007903,450
60028548,448
60027272,445
60011264,444
60003858,444
60026695,443
60026827,442
60006989,441
60028333,441
60008734,441
60020650,441
60003915,440
60027561,436
60004923,435
60016733,432
60029747,432
60009470,431
60017293,431
60031707,430
60007989,429
60015618,429
60008724,429
60001576,425
60025488,425
60021947,424
60009697,419
60000481,418
60031828,417
60019722,415
60006876,414
60011460,413
60027165,412
60012981,411
60006385,411
60019905,410
60019674,407
60028218,407
60026175,405
60021658,400
60010348,400
60026245,395
60069716,395
60032114,395
60005429,393
60021600,390
60014653,390
60001490,390
60027509,389
60024324,386
60017777,386
60021160,382
60009512,380
60012259,379
60026796,379
60017161,378
60013829,377
60014313,377
60000765,376
60030718,376
60029616,373
60022265,373
60018573,372
60002483,372
60021784,371
60007774,371
60002339,367
60013314,366
60007493,366
60032083,365
60028609,362
60025153,362
60006164,358
60001422,358
60012070,357
60007762,350
60023053,350
60001157,349
60021378,347
60020315,344
60032724,341
60029241,339
60021121,335
60014569,335
60010261,334
60015849,333
60032442,330
60027282,328
60024652,328
60025152,327
60008950,327
60007457,326
60012689,326
60025641,324
60013227,324
60020680,319
60004354,318
60030118,315
60003892,315
60012937,313
60019578,313
60015138,312
60020661,311
60030623,309
60028897,307
60019702,307
60016437,304
60011766,304
60016987,302
60010023,301
60025685,300
60002014,299
60015622,298
60025997,297
60012553,295
60020486,295
60001555,294
60006173,294
60015197,294
60015023,293
60006475,293
60001772,293
60031514,293
60021519,293
60015913,289
60007995,289
60001989,288
60022659,285
60033021,284
60023578,284
60022403,283
60030840,282
60009839,282
60001881,281
60006762,280
60027950,280
60012614,280
60025225,280
60028868,280
60002644,280
60024541,280
60103673,279
60006222,279
60029251,278
60019615,278
60025310,277
60001563,276
60001361,276
60024885,276
60019118,275
60023009,275
60017412,274
60029418,271
60004518,271
60029991,271
60008760,270
60024609,269
60079887,269
60006288,268
60033125,267
60004718,267
60031040,267
60025340,267
60024025,266
60007566,265
60016005,264
60105857,264
60008745,264
60021523,263
60031216,262
60011373,262
60000401,262
60020416,261
60028378,260
60015183,260
60006221,260
60026748,258
60012556,256
60008438,256
60017246,255
60023091,255
60012957,255
60009226,255
60023020,254
60017563,254
60016605,252
60017336,251
60010586,251
60006564,251
60104546,250
60016653,249
60000297,247
60016529,247
60105315,247
60007257,246
60025371,246
60023222,245
60017059,244
60000239,244
60012018,241
60006894,241
60018691,241
60002049,241
60013402,241
60023588,240
60027161,239
60021859,238
60003443,238
60020413,237
60027245,237
60009037,237
60000874,237
60000291,236
60027090,236
60033100,236
60022119,236
60007200,235
60030788,235
60006183,234
60005686,234
60009968,233
