aff_id1,aff_id2,occurrence
60019499,60027363,10703
60002746,60029929,3676
60020351,60031913,3265
60002746,60016782,2516
60007174,60025038,2450
60012311,60019295,2382
60013314,60069716,2276
60009860,60108904,2129
60010689,60027363,2062
60002746,60030521,2036
60016849,60030319,1952
60026601,60027363,1914
60010348,60105037,1913
60029622,60030280,1811
60026553,60027468,1706
60012256,60073387,1683
60009102,60026553,1623
60003044,60011125,1583
60017060,60082821,1540
60005037,60011766,1499
60025063,60031069,1453
60006988,60031941,1450
60027363,60031150,1424
60002746,60014334,1421
60007997,60009343,1420
60021170,60027363,1413
60019793,60033316,1387
60023146,60023588,1370
60012820,60027363,1358
60027363,60027416,1349
60015765,60016849,1344
60007249,60105804,1279
60000905,60008134,1276
60066010,60108904,1252
60013141,60023052,1231
60014468,60016849,1160
60000905,60123796,1151
60000656,60021119,1147
60015742,60027363,1137
60026489,60026553,1133
60016782,60032499,1125
60002173,60028897,1125
60001422,60015622,1123
60005247,60027550,1107
60003625,60015481,1098
60000905,60028950,1088
60017705,60087826,1073
60017483,60138680,1063
60027363,60073473,1052
60001001,60029929,1047
60003280,60017059,1024
60005037,60022119,1022
60002441,60008978,997
60025370,60073385,980
60000905,60001422,963
60022422,60138680,956
60027675,60031699,955
60019118,60089931,919
60001563,60004518,915
60001001,60002746,911
60016908,60017059,900
60001255,60027363,879
60002049,60023579,866
60019578,60026553,860
60006297,60030118,857
60027363,60027470,855
60016849,60029150,851
60026553,60033129,841
60017483,60027363,840
60019793,60025063,838
60012954,60016622,838
60027363,60027631,836
60019118,60019499,829
60008768,60016849,825
60014205,60027363,823
60005037,60008870,819
60018486,60027363,819
60019722,60024007,817
60014205,60019499,815
60015574,60024266,814
60017412,60030440,811
60015591,60019160,811
60027767,60073390,811
60016849,60085801,808
60009102,60026489,800
60026311,60027363,792
60012708,60032838,781
60009860,60066010,772
60009622,60082964,768
60023882,60029616,765
60027363,60029608,759
60003711,60030118,758
60001117,60006183,749
60073452,60112647,744
60007249,60013435,732
60021182,60026383,729
60013551,60087826,723
60025960,60104012,722
60017994,60105857,717
60014773,60027363,715
60020044,60027363,715
60021016,60027363,713
60017622,60027363,711
60002746,60030058,711
60016849,60021600,710
60031041,60087826,705
60003711,60006297,704
60011040,60027363,704
60010348,60026108,703
60006876,60025765,700
60018614,60027363,698
60006564,60030840,679
60028048,60032006,677
60012937,60013703,670
60011520,60028884,670
60000905,60103368,664
60025778,60033182,660
60005518,60011520,656
60007067,60030318,652
60016648,60025272,649
60002494,60022165,649
60027021,60027363,646
60029306,60080982,640
60013625,60027363,639
60001772,60008134,638
60030612,60079887,628
60017293,60113231,627
60018150,60025709,626
60006894,60016849,625
60005455,60017994,624
60013682,60021119,623
60000905,60015622,617
60026877,60028950,616
60025153,60107402,615
60014277,60027363,615
60016849,60017829,615
60007774,60016653,613
60005610,60009507,612
60005245,60026553,610
60020469,60025111,609
60027363,60102074,606
60014077,60029170,602
60012357,60023578,600
60008760,60011170,600
60009507,60009657,598
60024252,60103673,598
60001576,60010814,597
60028084,60032838,593
60026748,60031828,592
60010571,60089816,591
60021523,60029701,590
60025761,60087294,586
60019118,60020745,585
