aff_id1,aff_id2,occurrence
60002746,60016782,356
60007174,60025038,348
60002746,60029929,340
60016849,60030319,286
60015682,60025272,285
60003625,60015481,249
60016782,60032499,247
60002746,60014334,223
60002746,60030058,222
60002746,60030521,221
60013314,60069716,214
60015574,60024266,178
60005037,60011766,170
60002194,60019905,157
60005247,60027550,156
60008435,60015682,155
60015682,60024322,155
60012311,60019295,153
60002441,60011641,135
60011001,60015682,132
60007278,60105938,129
60006894,60016849,129
60006297,60030118,127
60028084,60032838,120
60014416,60027509,120
60005037,60022119,118
60030612,60079887,117
60014739,60026695,115
60011605,60029358,112
60016782,60029929,111
60020469,60025111,111
60008693,60016733,111
60014334,60016782,107
60016849,60023022,105
60002173,60028897,104
60016849,60029150,98
60009866,60028421,97
60003625,60028548,95
60023882,60029616,95
60014232,60015543,92
60001117,60005248,92
60016849,60017018,91
60023691,60105915,90
60013682,60021119,89
60015481,60031866,89
60008760,60014090,89
60005248,60006183,89
60015682,60019207,89
60001576,60030315,87
60015481,60028548,87
60024252,60103673,84
60000305,60018425,84
60003711,60030118,83
60002746,60032499,81
60015765,60016849,81
60005455,60017994,80
60029358,60030162,79
60002952,60016987,78
60005037,60008870,78
60000928,60002339,78
60021605,60069716,76
60022265,60032114,76
60007103,60030612,76
60012708,60028084,75
60000305,60021578,75
60010365,60016849,75
60003214,60023691,73
60002058,60003500,72
60012937,60080790,72
60000291,60028717,72
60007174,60014439,71
60000656,60021119,71
60002746,60003828,71
60014652,60015682,71
60006130,60006762,70
60014468,60016849,70
60000762,60026245,70
60001844,60007267,69
60015682,60031126,69
60017994,60105857,69
60002746,60015527,69
60012281,60024885,68
60018150,60025709,68
60008724,60113147,68
60002494,60022165,68
60008768,60016849,67
60010884,60030222,67
60079887,60121686,66
60006577,60013409,66
60005247,60105856,66
60021918,60029418,65
60003711,60006297,64
60011605,60030162,64
60014077,60029170,64
60011394,60025988,64
60012553,60105860,64
60006297,60014232,63
60025153,60107402,63
60027314,60029428,63
60016849,60027016,63
60002414,60015682,63
60001117,60006183,63
60012708,60032838,63
60000264,60015682,62
60007067,60030318,62
60010884,60016849,62
60001801,60028333,62
60014256,60015682,61
60018573,60105859,61
60002494,60009507,60
60007200,60025778,60
60026553,60110201,59
60000221,60027716,59
60004803,60007740,59
60007997,60009343,59
60023681,60113147,59
60013409,60017336,59
60011001,60025272,59
60029411,60030318,59
60001344,60015849,58
60010971,60011666,58
60001361,60015543,58
60005247,60016173,58
60003525,60013314,58
60004354,60008023,57
60020351,60031913,57
60006297,60138417,57
60025370,60073385,57
60016849,60030835,56
60029418,60030846,56
60010884,60029991,56
60002049,60023579,55
60024812,60027811,55
60014232,60028421,55
60016005,60016849,55
60011047,60015682,54
60002952,60104546,54
60017412,60030440,54
60001157,60002483,54
60005681,60008870,53
60000656,60013682,53
60001421,60023222,53
60025063,60070034,53
60010365,60015670,53
60016782,60030521,53
60006455,60024324,53
60002878,60009507,52
60012954,60016622,52
60010365,60030835,52
60000305,60027486,51
60015197,60026556,51
60015682,60024621,51
60005429,60025340,51
60010365,60010884,51
60025709,60026571,51
60014334,60030521,51
60016849,60031828,51
60001524,60029857,50
60106017,60106159,50
60025988,60026929,50
60010146,60114717,50
60025063,60031069,49
60025029,60031004,49
60011047,60185923,49
60021116,60025272,49
60021947,60024609,49
60017161,60030743,49
60006297,60023009,48
60012981,60014232,48
60027550,60105856,48
60012018,60015543,48
60010884,60030835,48
60008724,60027086,48
60021658,60024623,48
60014439,60026175,48
60015682,60031701,47
60028868,60113665,47
60006027,60010023,47
60004437,60025709,47
60015481,60018922,46
60015682,60175967,46
60005247,60032023,46
60012662,60018207,46
60003625,60015023,45
60000401,60025641,45
60016648,60025272,45
60028717,60029010,45
60016041,60025153,45
60009408,60019595,44
60010261,60022756,44
60023955,60031106,44
60019722,60024007,44
60019356,60022195,44
60030929,60031806,44
60014232,60017412,44
60015615,60032838,44
60005708,60015543,43
60019578,60026553,43
60001997,60033448,43
60010365,60031828,43
60022430,60031155,43
60003915,60014232,43
60015658,60024322,43
60000260,60028333,43
60016005,60030835,43
60010146,60104406,42
60009788,60024324,42
60005455,60105857,42
60000673,60030835,42
60010348,60026108,42
60016849,60028897,42
60010365,60016005,42
60000964,60016829,42
60000986,60029929,42
60024621,60025272,42
60003625,60030440,42
60028897,60030835,42
60001117,60001555,42
60008772,60029445,42
60002494,60014054,41
60005037,60022851,41
60016667,60022756,41
117674254,60023882,41
60001997,60025641,41
60000401,60004591,41
117674254,60013227,41
60001997,60013227,41
60013227,60023882,41
60004591,60013227,41
117674254,60000401,41
60000401,60015125,41
60023773,60032350,41
60000401,60023882,41
117674254,60015125,41
60004591,60033448,41
117674254,60004591,41
60004591,60015125,41
60004591,60023882,41
60006899,60019578,41
60010884,60028897,41
60005248,60028925,41
60001563,60004518,41
60004346,60007249,41
60000401,60013227,41
60013227,60015125,41
60023882,60033448,41
60013227,60025641,41
60000401,60001997,41
117674254,60001997,41
60001997,60015125,41
60015125,60033448,41
60001997,60023882,41
60001997,60004591,41
60025641,60033448,41
60003625,60019295,41
117674254,60025641,41
60015125,60025641,41
60023882,60025641,41
60004591,60025641,41
60013227,60033448,41
60000401,60033448,41
117674254,60033448,41
60015125,60023882,41
60009512,60015153,40
60002173,60016005,40
60002401,60016849,40
60019905,60113147,40
60021523,60033235,40
120676010,120676025,40
60005091,60012259,40
60005247,60030612,40
120676010,120676109,40
120676097,120676161,40
120676011,120676147,40
120676011,120676143,40
120676143,120676167,40
120676011,120676109,40
120676011,120676025,40
120676025,120676097,40
120676097,120676109,40
120676146,120676151,40
120676097,120676147,40
120676025,120676109,40
120676070,120676133,40
120676070,120676097,40
120676097,120676133,40
120676146,120676147,40
120676011,120676097,40
120676097,120676167,40
120676097,120676143,40
120676025,120676161,40
120676011,120676146,40
120676010,120676146,40
120676025,120676091,40
120676091,120676109,40
120676091,120676147,40
120676133,120676147,40
120676070,120676091,40
60031437,60033114,40
120676010,120676070,40
120676011,120676070,40
120676109,120676161,40
120676011,120676133,40
120676010,120676097,40
120676010,120676143,40
120676010,120676161,40
120676025,120676146,40
120676133,120676167,40
120676070,120676167,40
120676010,120676167,40
120676025,120676143,40
120676014,120676147,40
120676010,120676151,40
120676109,120676143,40
120676014,120676070,40
120676147,120676167,40
120676143,120676147,40
120676014,120676109,40
120676010,120676147,40
120676070,120676143,40
120676109,120676167,40
120676109,120676146,40
120676025,120676167,40
120676010,120676014,40
120676014,120676151,40
120676133,120676143,40
120676014,120676133,40
120676014,120676146,40
120676097,120676146,40
60002634,60026851,40
120676151,120676167,40
120676014,120676161,40
120676070,120676151,40
120676133,120676151,40
120676011,120676151,40
120676011,120676014,40
120676143,120676151,40
120676025,120676070,40
120676097,120676151,40
120676151,120676161,40
120676014,120676025,40
120676070,120676146,40
120676014,120676097,40
120676014,120676143,40
60001555,60003443,40
120676010,120676133,40
120676010,120676091,40
120676091,120676146,40
120676014,120676091,40
120676091,120676151,40
120676091,120676161,40
120676133,120676146,40
120676109,120676147,40
120676010,120676011,40
120676025,120676147,40
120676147,120676151,40
120676011,120676167,40
120676143,120676146,40
60018140,60025272,40
120676091,120676133,40
120676146,120676167,40
120676109,120676133,40
120676091,120676167,40
120676091,120676143,40
120676070,120676109,40
120676091,120676097,40
60010365,60028897,40
120676147,120676161,40
120676070,120676161,40
120676025,120676133,40
120676133,120676161,40
120676011,120676161,40
120676146,120676161,40
120676161,120676167,40
120676143,120676161,40
120676014,120676167,40
120676025,120676151,40
120676109,120676151,40
120676070,120676147,40
120676011,120676091,40
60002173,60010884,39
60002339,60105810,39
60002173,60030835,39
60009343,60030162,39
60021947,60105925,39
60002173,60010365,39
60005281,60013409,39
60016005,60028897,39
60010884,60016005,39
60002173,60016849,39
60013999,60027272,39
60003237,60016987,39
60024324,60105924,39
60008760,60011170,39
60014232,60029445,39
60015112,60031804,39
60001555,60005248,39
60005610,60009507,39
60015682,60030788,38
60023064,60029896,38
60013959,60014232,38
60021918,60030846,38
60026108,60068729,38
60018363,60083085,38
60006385,60019674,38
60021519,60029251,38
60030318,60082964,37
60025272,60103895,37
60005099,60015941,37
60009408,60029929,37
60027561,60028609,37
60023691,60031970,37
60000445,60104665,37
60009512,60031564,37
60014232,60019674,37
60001997,60008734,37
60007895,60018869,37
60009408,60017777,37
60014653,60105861,36
60005281,60006577,36
60005208,60026235,36
60015543,60028131,36
60012614,60019619,36
60006577,60017777,36
60005037,60005681,36
60012831,60024746,36
60003500,60029278,36
60014232,60030612,36
60014254,60023970,35
60024324,60025778,35
60029929,60032499,35
60001212,60015481,35
60003625,60008032,35
60011605,60014211,35
60017246,60022653,35
60003625,60005558,35
60002794,60032724,35
60016849,60027817,35
60027086,60105917,35
60007567,60013959,35
60017293,60021199,35
60016849,60021600,35
60016782,60022195,35
60024746,60027165,35
60009907,60023970,35
60009907,60014254,35
60021191,60029929,34
60010365,60027009,34
60001097,60016653,34
60015543,60026906,34
60028897,60085927,34
60023222,60025152,34
60021800,60029251,34
60005400,60030318,34
60025152,60029278,34
60010365,60028379,34
60000905,60008134,34
60017488,60031101,34
60006337,60020304,34
60002494,60018916,34
60017412,60025152,34
60002441,60014933,34
60002388,60024099,33
60016782,60030058,33
60025272,60029701,33
60022756,60032619,33
60028435,60031004,33
60006646,60014378,33
60021235,60022756,33
60007997,60018043,33
60025778,60033182,33
60021235,60032619,33
60008745,60027631,33
60013227,60014232,33
60023691,60025038,33
60012936,60031069,33
60022756,60029445,33
60008734,60019984,33
60002200,60030318,33
60014416,60032350,33
60009466,60023020,33
60009507,60030835,33
60014334,60029929,33
60015277,60026404,33
60015682,60025555,33
60001522,60026553,32
60026489,60026553,32
60010365,60015913,32
60015165,60021519,32
60013227,60017031,32
60002441,60008978,32
60021859,60021921,32
60015543,60027086,32
60011264,60012227,32
60006974,60025709,32
60007774,60025310,32
60021191,60032333,32
60012957,60014653,32
60003993,60091863,32
60000986,60032333,32
60006577,60017336,32
60009408,60032333,32
60009866,60010307,32
60009907,60026877,32
60009408,60021191,32
60027161,60030184,32
60000986,60021191,32
60012689,60032515,32
60015481,60015998,32
60000986,60009408,32
60029929,60032333,32
60001117,60028925,32
60009507,60022488,32
60006977,60010884,32
60025258,60031004,31
60002746,60009982,31
60012936,60018139,31
60014232,60014653,31
60025553,60032179,31
60006337,60024997,31
60012937,60013703,31
60017724,60104665,31
60023691,60029881,31
60007896,60014264,31
60025898,60031806,31
60029929,60030521,31
60023222,60029230,31
60006564,60030840,31
60008734,60023824,31
60002014,60016839,31
60014232,60025778,31
60015941,60027155,31
60006297,60009408,31
60007278,60029346,30
60015023,60032350,30
60016605,60088737,30
60005087,60026553,30
60015023,60019295,30
60003526,60006385,30
60005681,60011766,30
60032114,60032724,30
60002354,60015682,30
60013372,60021121,30
60019295,60032350,30
60015913,60016849,30
60021137,60023691,30
60022195,60029929,30
60003915,60006475,30
60010758,60012937,30
60010758,60080790,30
60007997,60013409,30
60015023,60030440,30
60007278,60030612,30
60008578,60014232,30
60012284,60024737,30
60010365,60086968,30
60025152,60025778,30
60015183,60020565,30
60005247,60016081,30
60011178,60029411,30
101107282,60004174,29
100509336,60026489,29
60006441,60032350,29
60015023,60028165,29
60004174,60015023,29
105401197,60028165,29
122323378,60026489,29
60015023,60015296,29
105401197,60009885,29
100509336,60032350,29
101107282,60026489,29
60026489,60030968,29
109348377,60026489,29
122323378,60032350,29
60009885,60015023,29
100509336,60004174,29
60004174,60009885,29
60004174,60028165,29
60000928,60005558,29
60004174,60015296,29
60005036,60032350,29
60004174,60005036,29
60005036,60026489,29
122323378,60004174,29
105401197,60015296,29
60004174,60006441,29
109348377,60004174,29
