aff_id1,aff_id2,occurrence
60000905,60001422,1741
60007174,60025038,1735
60002746,60029929,1599
60000905,60028950,1399
60002746,60016782,1152
60015682,60025272,1137
60016849,60030319,1066
60023578,60102126,1038
60001255,60027363,1004
60000905,60008134,951
60002746,60030521,921
60029622,60030280,877
60003625,60015481,851
60002746,60014334,836
60001422,60008134,835
60005247,60027550,835
60016782,60032499,825
60013314,60069716,819
60019499,60027363,745
60001422,60015622,695
60000905,60024652,667
60019793,60033316,625
60020351,60031913,624
60010348,60026108,621
60012256,60073387,606
60008134,60102124,588
60000905,60023578,563
60015682,60024322,546
60011001,60015682,540
60021182,60082502,531
60000905,60108488,525
60000905,60027245,508
60012311,60019295,500
60030612,60079887,490
60002746,60030058,483
60014468,60016849,483
60025370,60073385,482
60015682,60024621,478
60000656,60021119,474
60000905,60102126,464
60000905,60015622,457
60000905,60005711,454
60016849,60029150,454
60000905,60027386,451
60026489,60026553,448
60004828,60027363,447
60026877,60028950,444
60015765,60016849,439
60000905,60123796,437
60000905,60104653,437
60015742,60027363,434
60005037,60011766,434
60024652,60027386,434
60002952,60104546,428
60002058,60003500,426
60001563,60004518,407
60019793,60025063,403
60003525,60013314,402
60008768,60016849,395
60016849,60021600,395
60010348,60068729,386
60015574,60024266,386
60017994,60105857,385
60010884,60029991,383
60014739,60026695,369
60016648,60025272,368
60026553,60110201,367
60013141,60023052,367
60001604,60028009,360
60008134,60027245,358
60025063,60070034,356
60026601,60027363,353
60014416,60027509,351
60000905,60001772,351
60025778,60033182,344
60024252,60103673,343
60000221,60027716,342
60003711,60030118,341
60005037,60022119,338
60014334,60016782,337
60023691,60105915,337
60009102,60026553,336
60017622,60027363,335
60006894,60016849,331
60016849,60027817,330
60002173,60028897,322
60005247,60105856,321
60022195,60029929,320
60002194,60019905,316
60002746,60032499,311
60002494,60022165,310
60017483,60027363,307
60000905,60102125,307
60006988,60031941,307
60002746,60022195,298
60016849,60027016,296
60006297,60030118,293
60000656,60013682,293
60007363,60013227,291
60011047,60015682,289
60019722,60024007,288
60010884,60026135,288
60027299,60114715,280
60018150,60025709,279
60002441,60011641,277
60025709,60026571,276
60000445,60000905,275
60004346,60007249,275
60000264,60015682,272
60011549,60027363,271
60028084,60032838,269
60003711,60006297,263
60031913,60073391,263
60023970,60025066,262
60003003,60114762,260
60012708,60032838,260
60000481,60110942,257
60008134,60102125,257
60000905,60103368,256
60021255,60105391,255
60016849,60085801,255
60001255,60019499,255
60008724,60113147,253
60009507,60009657,253
60025066,60106700,252
60012981,60014232,252
60018910,60027363,252
60000905,60104665,252
60002952,60016987,247
60005610,60009507,247
60021600,60030319,247
60026553,60033129,245
60008134,60023578,244
60018573,60105859,243
60015682,60031126,242
60019163,60028950,238
60007249,60013435,236
60006337,60024997,235
60015682,60016648,235
60000905,60031594,234
60022778,60114715,234
60009860,60066010,231
60014232,60015543,230
60016849,60017018,230
60011339,60015023,230
60007324,60025084,229
60016908,60017059,228
60008134,60102127,227
60026040,60028950,227
60015481,60031866,227
60000905,60033148,226
60017412,60030440,225
60012614,60019619,224
60009102,60026489,224
60000905,60021567,224
60001422,60021567,224
60002746,60003828,223
60029358,60030162,223
60027314,60029428,221
60000305,60021160,221
60001524,60029857,221
