aff_id,occurrence
60002746,2152
60016849,1713
60014232,1611
60025038,1370
60025272,1346
60015481,1326
60008134,1181
60027550,1078
60022195,1010
60023691,999
60025778,992
60016782,898
60030612,864
60006297,862
60032179,852
60029445,826
60005248,809
60031101,789
60012708,781
60011001,775
60005455,765
60000745,763
60002494,762
60000905,760
60029929,749
60014439,741
60015682,739
60104660,726
60010365,716
60007776,716
60026851,702
60030162,653
60005037,651
60015543,648
60006577,644
60022148,630
60001439,630
60021199,624
60013959,617
60003500,614
60024322,599
60005247,595
60030318,580
60010065,577
60025111,574
60032838,570
60000221,563
60082678,555
60013372,555
60009982,550
60025858,536
60032499,525
60015150,516
60032350,515
60019778,508
60020304,502
60002441,498
60008435,496
60012311,490
60020547,476
60011605,473
60007174,472
60025709,471
60030835,470
60008724,458
60009507,458
60028717,452
60029278,446
60031581,444
60007363,443
60022756,442
60030058,439
60003269,437
60000305,430
60026553,430
60009254,425
60004923,420
60113147,418
60007278,418
60010884,415
60002952,407
60026415,407
116022931,406
60025063,406
60031707,405
60003771,404
60030521,404
60021378,400
60021116,395
60029311,395
60003858,394
60024324,390
60006337,389
60013409,386
60011520,386
60019702,381
60005681,380
114352034,379
60017994,378
60025488,377
60019674,377
60027561,374
60016908,374
60002483,374
60024266,370
60029170,368
60003915,367
60000264,367
60031004,366
60009470,363
60001576,362
60001117,358
60001490,358
60019295,356
60021918,356
60002388,353
60016733,349
60014739,347
60031126,342
60027086,342
60028333,335
60029241,332
60007103,331
60030319,329
60015941,328
60015574,328
60004156,328
60032083,327
60008950,326
60028548,325
60029747,324
60027272,321
60009408,321
60014652,319
60022265,316
60025988,315
60009866,312
60014256,312
60028421,310
60008734,310
60011460,310
60014653,308
60000762,307
60013682,306
60031828,305
60001881,305
60002194,305
60010401,303
60020650,302
60027165,302
60001422,300
60003625,299
60119141,296
60032619,295
60017246,292
60007989,291
60004354,290
60011047,289
60014334,289
60027950,288
60005558,286
60007774,286
60025225,285
60023053,284
60000928,284
60010348,284
60002306,282
60007493,278
60009839,278
60069716,277
60003711,277
60021121,272
60025641,272
60000481,271
60030840,271
60031216,266
60006989,266
60019722,265
60022403,264
60012981,263
60028218,262
60009697,260
60020661,259
60007995,259
60028868,256
60026827,256
60008745,255
60006876,252
60019647,252
60025555,252
60005429,251
60017161,250
60026796,249
60028897,249
60011373,249
60002339,249
60017293,249
60012070,249
60010261,247
60026175,246
60000765,243
60019578,243
60009512,242
60031514,241
60030718,241
60009343,241
60023022,240
60026695,240
60007903,240
60003892,239
60033021,238
60021784,237
60013227,237
60106017,237
60021947,236
60006173,236
60018573,235
60007457,235
60029616,234
60033182,234
60014313,233
60024609,233
60027090,233
60024885,232
60013314,230
60031806,230
60005322,230
60027716,227
60027271,227
60025152,227
60019615,226
60006164,226
60017777,226
60019499,223
60021658,221
60019905,219
60015618,218
60012689,218
60029251,218
60006222,217
60004718,217
60016437,216
60015849,216
60022119,215
60015913,215
60021160,214
60032442,214
60011766,213
60028609,213
60002014,212
60015138,212
60000401,211
60006288,211
60023578,210
60009226,209
60022659,208
60028084,207
60020486,207
60001555,207
60018208,205
60022890,205
60012556,204
60015615,203
60013402,203
60027509,202
60020680,201
60024025,201
60104653,201
60016653,201
60011264,200
60013829,200
60023020,199
60007997,199
60015197,199
60026245,198
60012937,197
60016005,195
60033125,194
60079887,194
60007762,194
60000874,194
60014171,194
60025278,192
60028186,192
60012553,190
60012259,190
60027161,189
60012018,188
60020649,188
60030931,187
60009037,186
60015183,185
60007566,185
60017563,185
60000986,184
60015023,182
60032114,181
60015881,180
60000964,180
60025310,179
60007200,179
60016529,179
60001157,178
60012614,178
60010023,177
60032724,176
60007740,176
60019816,175
60029738,174
60000689,174
60027245,174
60022175,174
60013791,173
60008438,172
60001772,172
60012345,172
60019595,171
60001563,171
60024941,170
60032105,170
60001361,168
60017336,168
60015622,168
60000145,167
60012197,167
60012957,166
60023004,166
60026306,166
60009415,166
60023143,166
60028229,166
60025997,165
60021600,165
60014569,164
60004179,164
60010586,164
60007257,164
60015277,164
60000990,163
60014966,163
60000239,163
60028378,162
60002787,162
60006221,162
60021859,161
60017412,161
60029622,161
60029428,160
60014264,159
60002644,159
60010374,158
60102125,158
60030788,158
60105915,157
101427199,157
60007843,157
60019118,156
60006385,156
60006762,156
60000291,155
60026638,155
60027282,155
60023998,155
60023222,153
60033100,153
60018179,153
60017672,153
60097308,153
60004518,152
60006183,151
60015875,151
60003443,151
60002354,150
60025153,150
60031040,150
60006475,150
60103673,150
60016912,149
60021519,149
60032882,149
60005208,149
60008158,149
60000297,149
60032420,148
60030315,148
60013756,147
60016605,147
60009358,146
60009968,146
60013141,146
60010910,146
60012227,146
60015815,146
60030118,145
60012954,145
60020469,145
60005286,145
60025576,145
60029418,144
60025534,144
60008760,144
60009500,143
60105857,142
60015216,142
60020416,142
60008772,142
60014077,142
60010850,141
60013780,140
60027152,140
60029358,140
60025685,140
60104546,140
60021578,139
60016987,139
60003212,139
60029150,139
60001989,138
60033316,138
60097093,138
60024007,137
60015186,137
60001344,137
60002092,136
60073385,135
60017366,135
60017311,135
60032144,135
60025141,135
60021143,134
60003303,134
60032445,134
60023588,133
60012831,133
60018869,133
60020195,133
60020599,133
60011604,133
60031745,133
60024621,132
60017059,131
60012754,131
60000112,131
60082964,131
60026108,130
60005837,130
60022020,130
60002634,129
60017317,129
60011666,129
60018363,128
60019868,128
60015658,127
60018861,127
60019953,127
60103653,127
60028652,126
60000764,126
60001524,126
60024541,126
60011418,126
60031701,125
60011226,125
60108488,125
60121115,124
60023681,124
60014090,124
60003158,123
60023695,123
60003088,123
60029833,123
60008323,122
60021508,122
60011754,122
60030222,121
60005281,121
60030769,121
60008088,121
60007267,121
60006455,121
60123796,121
60018029,120
60023208,120
60024629,120
60028590,120
60029526,119
60019984,119
60027053,119
60016416,119
